"climateSegment","speciesName","count"
"f Climate Segment "," Prunus pensylvanica",0
"a Climate Segment "," Prunus pumila",13
"b Climate Segment "," Prunus pumila",1
"c Climate Segment "," Prunus pumila",0
"d Climate Segment "," Prunus pumila",0
"e Climate Segment "," Prunus pumila",0
"f Climate Segment "," Prunus pumila",0
"a Climate Segment "," Prunus rivularis",0
"b Climate Segment "," Prunus rivularis",0
"c Climate Segment "," Prunus rivularis",3
"d Climate Segment "," Prunus rivularis",2
"e Climate Segment "," Prunus rivularis",1
"f Climate Segment "," Prunus rivularis",3
"a Climate Segment "," Prunus serotina",13
"b Climate Segment "," Prunus serotina",11
"c Climate Segment "," Prunus serotina",11
"d Climate Segment "," Prunus serotina",4
"e Climate Segment "," Prunus serotina",11
"f Climate Segment "," Prunus serotina",4
"a Climate Segment "," Prunus virginiana",11
"b Climate Segment "," Prunus virginiana",14
"c Climate Segment "," Prunus virginiana",3
"d Climate Segment "," Prunus virginiana",0
"e Climate Segment "," Prunus virginiana",1
"f Climate Segment "," Prunus virginiana",0
"a Climate Segment "," Pseudognaphalium macounii",4
"b Climate Segment "," Pseudognaphalium macounii",0
"c Climate Segment "," Pseudognaphalium macounii",0
"d Climate Segment "," Pseudognaphalium macounii",0
"e Climate Segment "," Pseudognaphalium macounii",0
"f Climate Segment "," Pseudognaphalium macounii",0
"a Climate Segment "," Pseudognaphalium obtusifolium",15
"b Climate Segment "," Pseudognaphalium obtusifolium",8
"c Climate Segment "," Pseudognaphalium obtusifolium",7
"d Climate Segment "," Pseudognaphalium obtusifolium",7
"e Climate Segment "," Pseudognaphalium obtusifolium",10
"f Climate Segment "," Pseudognaphalium obtusifolium",5
"a Climate Segment "," Ptelea trifoliata",9
"b Climate Segment "," Ptelea trifoliata",13
"c Climate Segment "," Ptelea trifoliata",10
"d Climate Segment "," Ptelea trifoliata",6
"e Climate Segment "," Ptelea trifoliata",5
"f Climate Segment "," Ptelea trifoliata",5
"a Climate Segment "," Pteridium aquilinum",11
"b Climate Segment "," Pteridium aquilinum",2
"c Climate Segment "," Pteridium aquilinum",1
"d Climate Segment "," Pteridium aquilinum",0
"e Climate Segment "," Pteridium aquilinum",3
"f Climate Segment "," Pteridium aquilinum",1
"a Climate Segment "," Pycnanthemum loomisii",0
"b Climate Segment "," Pycnanthemum loomisii",0
"c Climate Segment "," Pycnanthemum loomisii",1
"d Climate Segment "," Pycnanthemum loomisii",2
"e Climate Segment "," Pycnanthemum loomisii",4
"f Climate Segment "," Pycnanthemum loomisii",5
"a Climate Segment "," Pycnanthemum pilosum",1
"b Climate Segment "," Pycnanthemum pilosum",4
"c Climate Segment "," Pycnanthemum pilosum",5
"d Climate Segment "," Pycnanthemum pilosum",5
"e Climate Segment "," Pycnanthemum pilosum",4
"f Climate Segment "," Pycnanthemum pilosum",3
"a Climate Segment "," Pycnanthemum pycnanthemoides",0
"b Climate Segment "," Pycnanthemum pycnanthemoides",0
"c Climate Segment "," Pycnanthemum pycnanthemoides",0
"d Climate Segment "," Pycnanthemum pycnanthemoides",2
"e Climate Segment "," Pycnanthemum pycnanthemoides",8
"f Climate Segment "," Pycnanthemum pycnanthemoides",3
"a Climate Segment "," Pycnanthemum tenuifolium",6
"b Climate Segment "," Pycnanthemum tenuifolium",1
"c Climate Segment "," Pycnanthemum tenuifolium",2
"d Climate Segment "," Pycnanthemum tenuifolium",6
"e Climate Segment "," Pycnanthemum tenuifolium",11
"f Climate Segment "," Pycnanthemum tenuifolium",7
"a Climate Segment "," Pycnanthemum torreyi",0
"b Climate Segment "," Pycnanthemum torreyi",0
"c Climate Segment "," Pycnanthemum torreyi",0
"d Climate Segment "," Pycnanthemum torreyi",1
"e Climate Segment "," Pycnanthemum torreyi",1
"f Climate Segment "," Pycnanthemum torreyi",0
"a Climate Segment "," Pycnanthemum virginianum",15
"b Climate Segment "," Pycnanthemum virginianum",9
"c Climate Segment "," Pycnanthemum virginianum",5
"d Climate Segment "," Pycnanthemum virginianum",6
"e Climate Segment "," Pycnanthemum virginianum",2
"f Climate Segment "," Pycnanthemum virginianum",1
"a Climate Segment "," Pyrola americana",2
"b Climate Segment "," Pyrola americana",0
"c Climate Segment "," Pyrola americana",0
"d Climate Segment "," Pyrola americana",0
"e Climate Segment "," Pyrola americana",0
"f Climate Segment "," Pyrola americana",0
"a Climate Segment "," Pyrola asarifolia",1
"b Climate Segment "," Pyrola asarifolia",0
"c Climate Segment "," Pyrola asarifolia",0
"d Climate Segment "," Pyrola asarifolia",0
"e Climate Segment "," Pyrola asarifolia",0
"f Climate Segment "," Pyrola asarifolia",0
"a Climate Segment "," Pyrola elliptica",6
"b Climate Segment "," Pyrola elliptica",1
"c Climate Segment "," Pyrola elliptica",0
"d Climate Segment "," Pyrola elliptica",0
"e Climate Segment "," Pyrola elliptica",0
"f Climate Segment "," Pyrola elliptica",0
"a Climate Segment "," Pyrrhopappus carolinianus",0
"b Climate Segment "," Pyrrhopappus carolinianus",0
"c Climate Segment "," Pyrrhopappus carolinianus",0
"d Climate Segment "," Pyrrhopappus carolinianus",0
"e Climate Segment "," Pyrrhopappus carolinianus",0
"f Climate Segment "," Pyrrhopappus carolinianus",2
"a Climate Segment "," Quercus alba",12
"b Climate Segment "," Quercus alba",5
"c Climate Segment "," Quercus alba",5
"d Climate Segment "," Quercus alba",2
"e Climate Segment "," Quercus alba",5
"f Climate Segment "," Quercus alba",4
"a Climate Segment "," Quercus bicolor",8
"b Climate Segment "," Quercus bicolor",4
"c Climate Segment "," Quercus bicolor",4
"d Climate Segment "," Quercus bicolor",2
"e Climate Segment "," Quercus bicolor",5
"f Climate Segment "," Quercus bicolor",3
"a Climate Segment "," Quercus coccinea",7
"b Climate Segment "," Quercus coccinea",0
"c Climate Segment "," Quercus coccinea",0
"d Climate Segment "," Quercus coccinea",1
"e Climate Segment "," Quercus coccinea",4
"f Climate Segment "," Quercus coccinea",0
"a Climate Segment "," Quercus ellipsoidalis",10
"b Climate Segment "," Quercus ellipsoidalis",0
"c Climate Segment "," Quercus ellipsoidalis",0
"d Climate Segment "," Quercus ellipsoidalis",0
"e Climate Segment "," Quercus ellipsoidalis",0
"f Climate Segment "," Quercus ellipsoidalis",0
"a Climate Segment "," Quercus falcata",0
"b Climate Segment "," Quercus falcata",0
"c Climate Segment "," Quercus falcata",0
"d Climate Segment "," Quercus falcata",1
"e Climate Segment "," Quercus falcata",4
"f Climate Segment "," Quercus falcata",3
"a Climate Segment "," Quercus imbricaria",7
"b Climate Segment "," Quercus imbricaria",6
"c Climate Segment "," Quercus imbricaria",2
"d Climate Segment "," Quercus imbricaria",4
"e Climate Segment "," Quercus imbricaria",4
"f Climate Segment "," Quercus imbricaria",3
"a Climate Segment "," Quercus lyrata",0
"b Climate Segment "," Quercus lyrata",0
"c Climate Segment "," Quercus lyrata",0
"d Climate Segment "," Quercus lyrata",2
"e Climate Segment "," Quercus lyrata",1
"f Climate Segment "," Quercus lyrata",5
"a Climate Segment "," Quercus macrocarpa",9
"b Climate Segment "," Quercus macrocarpa",5
"c Climate Segment "," Quercus macrocarpa",6
"d Climate Segment "," Quercus macrocarpa",2
"e Climate Segment "," Quercus macrocarpa",4
"f Climate Segment "," Quercus macrocarpa",2
"a Climate Segment "," Quercus marilandica",0
"b Climate Segment "," Quercus marilandica",0
"c Climate Segment "," Quercus marilandica",0
"d Climate Segment "," Quercus marilandica",3
"e Climate Segment "," Quercus marilandica",6
"f Climate Segment "," Quercus marilandica",5
"a Climate Segment "," Quercus michauxii",0
"b Climate Segment "," Quercus michauxii",0
"c Climate Segment "," Quercus michauxii",0
"d Climate Segment "," Quercus michauxii",1
"e Climate Segment "," Quercus michauxii",8
"f Climate Segment "," Quercus michauxii",5
"a Climate Segment "," Quercus montana",0
"b Climate Segment "," Quercus montana",0
"c Climate Segment "," Quercus montana",0
"d Climate Segment "," Quercus montana",2
"e Climate Segment "," Quercus montana",6
"f Climate Segment "," Quercus montana",2
"a Climate Segment "," Quercus muehlenbergii",4
"b Climate Segment "," Quercus muehlenbergii",7
"c Climate Segment "," Quercus muehlenbergii",8
"d Climate Segment "," Quercus muehlenbergii",4
"e Climate Segment "," Quercus muehlenbergii",8
"f Climate Segment "," Quercus muehlenbergii",4
"a Climate Segment "," Quercus pagoda",0
"b Climate Segment "," Quercus pagoda",0
"c Climate Segment "," Quercus pagoda",0
"d Climate Segment "," Quercus pagoda",0
"e Climate Segment "," Quercus pagoda",1
"f Climate Segment "," Quercus pagoda",4
"a Climate Segment "," Quercus palustris",10
"b Climate Segment "," Quercus palustris",2
"c Climate Segment "," Quercus palustris",1
"d Climate Segment "," Quercus palustris",1
"e Climate Segment "," Quercus palustris",2
"f Climate Segment "," Quercus palustris",5
"a Climate Segment "," Quercus prinoides",1
"b Climate Segment "," Quercus prinoides",0
"c Climate Segment "," Quercus prinoides",0
"d Climate Segment "," Quercus prinoides",0
"e Climate Segment "," Quercus prinoides",0
"f Climate Segment "," Quercus prinoides",0
"a Climate Segment "," Quercus rubra",4
"b Climate Segment "," Quercus rubra",7
"c Climate Segment "," Quercus rubra",2
"d Climate Segment "," Quercus rubra",3
"e Climate Segment "," Quercus rubra",6
"f Climate Segment "," Quercus rubra",2
"a Climate Segment "," Quercus shumardii",1
"b Climate Segment "," Quercus shumardii",1
"c Climate Segment "," Quercus shumardii",1
"d Climate Segment "," Quercus shumardii",0
"e Climate Segment "," Quercus shumardii",2
"f Climate Segment "," Quercus shumardii",4
"a Climate Segment "," Quercus stellata",0
"b Climate Segment "," Quercus stellata",1
"c Climate Segment "," Quercus stellata",0
"d Climate Segment "," Quercus stellata",4
"e Climate Segment "," Quercus stellata",6
"f Climate Segment "," Quercus stellata",3
"a Climate Segment "," Quercus velutina",12
"b Climate Segment "," Quercus velutina",2
"c Climate Segment "," Quercus velutina",2
"d Climate Segment "," Quercus velutina",4
"e Climate Segment "," Quercus velutina",7
"f Climate Segment "," Quercus velutina",4
"a Climate Segment "," Ranunculus abortivus",12
"b Climate Segment "," Ranunculus abortivus",12
"c Climate Segment "," Ranunculus abortivus",13
"d Climate Segment "," Ranunculus abortivus",8
"e Climate Segment "," Ranunculus abortivus",12
"f Climate Segment "," Ranunculus abortivus",4
"a Climate Segment "," Ranunculus ambigens",0
"b Climate Segment "," Ranunculus ambigens",1
"c Climate Segment "," Ranunculus ambigens",2
"d Climate Segment "," Ranunculus ambigens",1
"e Climate Segment "," Ranunculus ambigens",1
"f Climate Segment "," Ranunculus ambigens",1
"a Climate Segment "," Ranunculus aquatilis",7
"b Climate Segment "," Ranunculus aquatilis",5
"c Climate Segment "," Ranunculus aquatilis",1
"d Climate Segment "," Ranunculus aquatilis",1
"e Climate Segment "," Ranunculus aquatilis",0
"f Climate Segment "," Ranunculus aquatilis",0
"a Climate Segment "," Ranunculus fascicularis",9
"b Climate Segment "," Ranunculus fascicularis",1
"c Climate Segment "," Ranunculus fascicularis",0
"d Climate Segment "," Ranunculus fascicularis",0
"e Climate Segment "," Ranunculus fascicularis",0
"f Climate Segment "," Ranunculus fascicularis",0
"a Climate Segment "," Ranunculus flabellaris",9
"b Climate Segment "," Ranunculus flabellaris",3
"c Climate Segment "," Ranunculus flabellaris",3
"d Climate Segment "," Ranunculus flabellaris",1
"e Climate Segment "," Ranunculus flabellaris",2
"f Climate Segment "," Ranunculus flabellaris",1
"a Climate Segment "," Ranunculus hispidus",12
"b Climate Segment "," Ranunculus hispidus",15
"c Climate Segment "," Ranunculus hispidus",15
"d Climate Segment "," Ranunculus hispidus",8
"e Climate Segment "," Ranunculus hispidus",11
"f Climate Segment "," Ranunculus hispidus",5
"a Climate Segment "," Ranunculus laxicaulis",0
"b Climate Segment "," Ranunculus laxicaulis",0
"c Climate Segment "," Ranunculus laxicaulis",0
"d Climate Segment "," Ranunculus laxicaulis",0
"e Climate Segment "," Ranunculus laxicaulis",1
"f Climate Segment "," Ranunculus laxicaulis",1
"a Climate Segment "," Ranunculus micranthus",0
"b Climate Segment "," Ranunculus micranthus",3
"c Climate Segment "," Ranunculus micranthus",0
"d Climate Segment "," Ranunculus micranthus",0
"e Climate Segment "," Ranunculus micranthus",3
"f Climate Segment "," Ranunculus micranthus",3
"a Climate Segment "," Ranunculus pensylvanicus",9
"b Climate Segment "," Ranunculus pensylvanicus",0
"c Climate Segment "," Ranunculus pensylvanicus",0
"d Climate Segment "," Ranunculus pensylvanicus",0
"e Climate Segment "," Ranunculus pensylvanicus",0
"f Climate Segment "," Ranunculus pensylvanicus",0
"a Climate Segment "," Ranunculus pusillus",0
"b Climate Segment "," Ranunculus pusillus",0
"c Climate Segment "," Ranunculus pusillus",0
"d Climate Segment "," Ranunculus pusillus",0
"e Climate Segment "," Ranunculus pusillus",0
"f Climate Segment "," Ranunculus pusillus",2
"a Climate Segment "," Ranunculus recurvatus",10
"b Climate Segment "," Ranunculus recurvatus",16
"c Climate Segment "," Ranunculus recurvatus",16
"d Climate Segment "," Ranunculus recurvatus",12
"e Climate Segment "," Ranunculus recurvatus",15
"f Climate Segment "," Ranunculus recurvatus",3
"a Climate Segment "," Ranunculus sceleratus",8
"b Climate Segment "," Ranunculus sceleratus",4
"c Climate Segment "," Ranunculus sceleratus",0
"d Climate Segment "," Ranunculus sceleratus",0
"e Climate Segment "," Ranunculus sceleratus",0
"f Climate Segment "," Ranunculus sceleratus",1
"a Climate Segment "," Ratibida pinnata",13
"b Climate Segment "," Ratibida pinnata",9
"c Climate Segment "," Ratibida pinnata",6
"d Climate Segment "," Ratibida pinnata",4
"e Climate Segment "," Ratibida pinnata",4
"f Climate Segment "," Ratibida pinnata",2
"a Climate Segment "," Rhamnus alnifolia",8
"b Climate Segment "," Rhamnus alnifolia",1
"c Climate Segment "," Rhamnus alnifolia",0
"d Climate Segment "," Rhamnus alnifolia",0
"e Climate Segment "," Rhamnus alnifolia",0
"f Climate Segment "," Rhamnus alnifolia",0
"a Climate Segment "," Rhamnus lanceolata",0
"b Climate Segment "," Rhamnus lanceolata",4
"c Climate Segment "," Rhamnus lanceolata",4
"d Climate Segment "," Rhamnus lanceolata",2
"e Climate Segment "," Rhamnus lanceolata",1
"f Climate Segment "," Rhamnus lanceolata",0
"a Climate Segment "," Rhexia mariana",0
"b Climate Segment "," Rhexia mariana",0
"c Climate Segment "," Rhexia mariana",0
"d Climate Segment "," Rhexia mariana",1
"e Climate Segment "," Rhexia mariana",1
"f Climate Segment "," Rhexia mariana",1
"a Climate Segment "," Rhexia virginica",8
"b Climate Segment "," Rhexia virginica",1
"c Climate Segment "," Rhexia virginica",0
"d Climate Segment "," Rhexia virginica",1
"e Climate Segment "," Rhexia virginica",2
"f Climate Segment "," Rhexia virginica",1
"a Climate Segment "," Rhus aromatica",4
"b Climate Segment "," Rhus aromatica",7
"c Climate Segment "," Rhus aromatica",1
"d Climate Segment "," Rhus aromatica",1
"e Climate Segment "," Rhus aromatica",6
"f Climate Segment "," Rhus aromatica",1
"a Climate Segment "," Rhus copallinum",16
"b Climate Segment "," Rhus copallinum",2
"c Climate Segment "," Rhus copallinum",1
"d Climate Segment "," Rhus copallinum",4
"e Climate Segment "," Rhus copallinum",13
"f Climate Segment "," Rhus copallinum",7
"a Climate Segment "," Rhus glabra",14
"b Climate Segment "," Rhus glabra",11
"c Climate Segment "," Rhus glabra",10
"d Climate Segment "," Rhus glabra",8
"e Climate Segment "," Rhus glabra",13
"f Climate Segment "," Rhus glabra",7
"a Climate Segment "," Rhus typhina",13
"b Climate Segment "," Rhus typhina",4
"c Climate Segment "," Rhus typhina",0
"d Climate Segment "," Rhus typhina",0
"e Climate Segment "," Rhus typhina",0
"f Climate Segment "," Rhus typhina",0
"a Climate Segment "," Rhynchospora alba",7
"b Climate Segment "," Rhynchospora alba",1
"c Climate Segment "," Rhynchospora alba",1
"d Climate Segment "," Rhynchospora alba",0
"e Climate Segment "," Rhynchospora alba",0
"f Climate Segment "," Rhynchospora alba",0
"a Climate Segment "," Rhynchospora capillacea",8
"b Climate Segment "," Rhynchospora capillacea",3
"c Climate Segment "," Rhynchospora capillacea",3
"d Climate Segment "," Rhynchospora capillacea",0
"e Climate Segment "," Rhynchospora capillacea",0
"f Climate Segment "," Rhynchospora capillacea",0
"a Climate Segment "," Rhynchospora capitellata",9
"b Climate Segment "," Rhynchospora capitellata",1
"c Climate Segment "," Rhynchospora capitellata",0
"d Climate Segment "," Rhynchospora capitellata",0
"e Climate Segment "," Rhynchospora capitellata",0
"f Climate Segment "," Rhynchospora capitellata",0
"a Climate Segment "," Rhynchospora corniculata",0
"b Climate Segment "," Rhynchospora corniculata",0
"c Climate Segment "," Rhynchospora corniculata",0
"d Climate Segment "," Rhynchospora corniculata",0
"e Climate Segment "," Rhynchospora corniculata",0
"f Climate Segment "," Rhynchospora corniculata",3
"a Climate Segment "," Rhynchospora macrostachya",3
"b Climate Segment "," Rhynchospora macrostachya",0
"c Climate Segment "," Rhynchospora macrostachya",0
"d Climate Segment "," Rhynchospora macrostachya",0
"e Climate Segment "," Rhynchospora macrostachya",0
"f Climate Segment "," Rhynchospora macrostachya",0
"a Climate Segment "," Rhynchospora scirpoides",5
"b Climate Segment "," Rhynchospora scirpoides",0
"c Climate Segment "," Rhynchospora scirpoides",0
"d Climate Segment "," Rhynchospora scirpoides",0
"e Climate Segment "," Rhynchospora scirpoides",0
"f Climate Segment "," Rhynchospora scirpoides",0
"a Climate Segment "," Ribes americanum",13
"b Climate Segment "," Ribes americanum",14
"c Climate Segment "," Ribes americanum",6
"d Climate Segment "," Ribes americanum",1
"e Climate Segment "," Ribes americanum",2
"f Climate Segment "," Ribes americanum",0
"a Climate Segment "," Ribes aureum",3
"b Climate Segment "," Ribes aureum",0
"c Climate Segment "," Ribes aureum",0
"d Climate Segment "," Ribes aureum",0
"e Climate Segment "," Ribes aureum",0
"f Climate Segment "," Ribes aureum",0
"a Climate Segment "," Ribes cynosbati",15
"b Climate Segment "," Ribes cynosbati",16
"c Climate Segment "," Ribes cynosbati",19
"d Climate Segment "," Ribes cynosbati",11
"e Climate Segment "," Ribes cynosbati",9
"f Climate Segment "," Ribes cynosbati",1
"a Climate Segment "," Ribes hirtellum",8
"b Climate Segment "," Ribes hirtellum",1
"c Climate Segment "," Ribes hirtellum",0
"d Climate Segment "," Ribes hirtellum",0
"e Climate Segment "," Ribes hirtellum",0
"f Climate Segment "," Ribes hirtellum",0
"a Climate Segment "," Ribes missouriense",2
"b Climate Segment "," Ribes missouriense",4
"c Climate Segment "," Ribes missouriense",4
"d Climate Segment "," Ribes missouriense",0
"e Climate Segment "," Ribes missouriense",2
"f Climate Segment "," Ribes missouriense",0
"a Climate Segment "," Robinia hispida",2
"b Climate Segment "," Robinia hispida",0
"c Climate Segment "," Robinia hispida",0
"d Climate Segment "," Robinia hispida",0
"e Climate Segment "," Robinia hispida",0
"f Climate Segment "," Robinia hispida",0
"a Climate Segment "," Robinia pseudoacacia",3
"b Climate Segment "," Robinia pseudoacacia",1
"c Climate Segment "," Robinia pseudoacacia",2
"d Climate Segment "," Robinia pseudoacacia",4
"e Climate Segment "," Robinia pseudoacacia",3
"f Climate Segment "," Robinia pseudoacacia",1
"a Climate Segment "," Rorippa aquatica",3
"b Climate Segment "," Rorippa aquatica",2
"c Climate Segment "," Rorippa aquatica",0
"d Climate Segment "," Rorippa aquatica",2
"e Climate Segment "," Rorippa aquatica",0
"f Climate Segment "," Rorippa aquatica",1
"a Climate Segment "," Rorippa palustris",13
"b Climate Segment "," Rorippa palustris",13
"c Climate Segment "," Rorippa palustris",9
"d Climate Segment "," Rorippa palustris",2
"e Climate Segment "," Rorippa palustris",8
"f Climate Segment "," Rorippa palustris",4
"a Climate Segment "," Rorippa sessiliflora",0
"b Climate Segment "," Rorippa sessiliflora",0
"c Climate Segment "," Rorippa sessiliflora",1
"d Climate Segment "," Rorippa sessiliflora",5
"e Climate Segment "," Rorippa sessiliflora",6
"f Climate Segment "," Rorippa sessiliflora",6
"a Climate Segment "," Rosa arkansana",0
"b Climate Segment "," Rosa arkansana",1
"c Climate Segment "," Rosa arkansana",0
"d Climate Segment "," Rosa arkansana",0
"e Climate Segment "," Rosa arkansana",0
"f Climate Segment "," Rosa arkansana",0
"a Climate Segment "," Rosa blanda",3
"b Climate Segment "," Rosa blanda",0
"c Climate Segment "," Rosa blanda",0
"d Climate Segment "," Rosa blanda",0
"e Climate Segment "," Rosa blanda",0
"f Climate Segment "," Rosa blanda",0
"a Climate Segment "," Rosa carolina",17
"b Climate Segment "," Rosa carolina",11
"c Climate Segment "," Rosa carolina",10
"d Climate Segment "," Rosa carolina",8
"e Climate Segment "," Rosa carolina",13
"f Climate Segment "," Rosa carolina",5
"a Climate Segment "," Rosa palustris",16
"b Climate Segment "," Rosa palustris",12
"c Climate Segment "," Rosa palustris",12
"d Climate Segment "," Rosa palustris",7
"e Climate Segment "," Rosa palustris",11
"f Climate Segment "," Rosa palustris",5
"a Climate Segment "," Rosa setigera",3
"b Climate Segment "," Rosa setigera",14
"c Climate Segment "," Rosa setigera",13
"d Climate Segment "," Rosa setigera",10
"e Climate Segment "," Rosa setigera",12
"f Climate Segment "," Rosa setigera",7
"a Climate Segment "," Rotala ramosior",8
"b Climate Segment "," Rotala ramosior",0
"c Climate Segment "," Rotala ramosior",1
"d Climate Segment "," Rotala ramosior",3
"e Climate Segment "," Rotala ramosior",6
"f Climate Segment "," Rotala ramosior",4
"a Climate Segment "," Rubus ablatus",3
"b Climate Segment "," Rubus ablatus",1
"c Climate Segment "," Rubus ablatus",0
"d Climate Segment "," Rubus ablatus",1
"e Climate Segment "," Rubus ablatus",1
"f Climate Segment "," Rubus ablatus",1
"a Climate Segment "," Rubus aboriginum",1
"b Climate Segment "," Rubus aboriginum",1
"c Climate Segment "," Rubus aboriginum",0
"d Climate Segment "," Rubus aboriginum",1
"e Climate Segment "," Rubus aboriginum",1
"f Climate Segment "," Rubus aboriginum",4
"a Climate Segment "," Rubus allegheniensis",7
"b Climate Segment "," Rubus allegheniensis",6
"c Climate Segment "," Rubus allegheniensis",10
"d Climate Segment "," Rubus allegheniensis",4
"e Climate Segment "," Rubus allegheniensis",5
"f Climate Segment "," Rubus allegheniensis",1
"a Climate Segment "," Rubus alumnus",5
"b Climate Segment "," Rubus alumnus",2
"c Climate Segment "," Rubus alumnus",2
"d Climate Segment "," Rubus alumnus",1
"e Climate Segment "," Rubus alumnus",2
"f Climate Segment "," Rubus alumnus",0
"a Climate Segment "," Rubus argutus",1
"b Climate Segment "," Rubus argutus",0
"c Climate Segment "," Rubus argutus",3
"d Climate Segment "," Rubus argutus",2
"e Climate Segment "," Rubus argutus",13
"f Climate Segment "," Rubus argutus",7
"a Climate Segment "," Rubus celer",0
"b Climate Segment "," Rubus celer",1
"c Climate Segment "," Rubus celer",0
"d Climate Segment "," Rubus celer",0
"e Climate Segment "," Rubus celer",1
"f Climate Segment "," Rubus celer",1
"a Climate Segment "," Rubus centralis",0
"b Climate Segment "," Rubus centralis",0
"c Climate Segment "," Rubus centralis",1
"d Climate Segment "," Rubus centralis",0
"e Climate Segment "," Rubus centralis",1
"f Climate Segment "," Rubus centralis",1
"a Climate Segment "," Rubus curtipes",4
"b Climate Segment "," Rubus curtipes",0
"c Climate Segment "," Rubus curtipes",0
"d Climate Segment "," Rubus curtipes",0
"e Climate Segment "," Rubus curtipes",1
"f Climate Segment "," Rubus curtipes",0
"a Climate Segment "," Rubus deamii",1
"b Climate Segment "," Rubus deamii",0
"c Climate Segment "," Rubus deamii",0
"d Climate Segment "," Rubus deamii",0
"e Climate Segment "," Rubus deamii",2
"f Climate Segment "," Rubus deamii",2
"a Climate Segment "," Rubus flagellaris",10
"b Climate Segment "," Rubus flagellaris",1
"c Climate Segment "," Rubus flagellaris",2
"d Climate Segment "," Rubus flagellaris",0
"e Climate Segment "," Rubus flagellaris",4
"f Climate Segment "," Rubus flagellaris",3
"a Climate Segment "," Rubus frondosus",2
"b Climate Segment "," Rubus frondosus",1
"c Climate Segment "," Rubus frondosus",0
"d Climate Segment "," Rubus frondosus",2
"e Climate Segment "," Rubus frondosus",2
"f Climate Segment "," Rubus frondosus",0
"a Climate Segment "," Rubus heterophyllus",2
"b Climate Segment "," Rubus heterophyllus",1
"c Climate Segment "," Rubus heterophyllus",0
"d Climate Segment "," Rubus heterophyllus",0
"e Climate Segment "," Rubus heterophyllus",1
"f Climate Segment "," Rubus heterophyllus",0
"a Climate Segment "," Rubus hispidus",13
"b Climate Segment "," Rubus hispidus",1
"c Climate Segment "," Rubus hispidus",1
"d Climate Segment "," Rubus hispidus",0
"e Climate Segment "," Rubus hispidus",3
"f Climate Segment "," Rubus hispidus",0
"a Climate Segment "," Rubus idaeus",6
"b Climate Segment "," Rubus idaeus",3
"c Climate Segment "," Rubus idaeus",0
"d Climate Segment "," Rubus idaeus",0
"e Climate Segment "," Rubus idaeus",0
"f Climate Segment "," Rubus idaeus",0
"a Climate Segment "," Rubus impar",0
"b Climate Segment "," Rubus impar",0
"c Climate Segment "," Rubus impar",0
"d Climate Segment "," Rubus impar",0
"e Climate Segment "," Rubus impar",0
"f Climate Segment "," Rubus impar",1
"a Climate Segment "," Rubus invisus",1
"b Climate Segment "," Rubus invisus",0
"c Climate Segment "," Rubus invisus",0
"d Climate Segment "," Rubus invisus",2
"e Climate Segment "," Rubus invisus",0
"f Climate Segment "," Rubus invisus",0
"a Climate Segment "," Rubus laudatus",1
"b Climate Segment "," Rubus laudatus",0
"c Climate Segment "," Rubus laudatus",0
"d Climate Segment "," Rubus laudatus",2
"e Climate Segment "," Rubus laudatus",5
"f Climate Segment "," Rubus laudatus",5
"a Climate Segment "," Rubus meracus",6
"b Climate Segment "," Rubus meracus",1
"c Climate Segment "," Rubus meracus",0
"d Climate Segment "," Rubus meracus",2
"e Climate Segment "," Rubus meracus",3
"f Climate Segment "," Rubus meracus",1
"a Climate Segment "," Rubus missouricus",2
"b Climate Segment "," Rubus missouricus",0
"c Climate Segment "," Rubus missouricus",0
"d Climate Segment "," Rubus missouricus",0
"e Climate Segment "," Rubus missouricus",0
"f Climate Segment "," Rubus missouricus",0
"a Climate Segment "," Rubus occidentalis",9
"b Climate Segment "," Rubus occidentalis",3
"c Climate Segment "," Rubus occidentalis",5
"d Climate Segment "," Rubus occidentalis",4
"e Climate Segment "," Rubus occidentalis",3
"f Climate Segment "," Rubus occidentalis",0
"a Climate Segment "," Rubus odoratus",0
"b Climate Segment "," Rubus odoratus",0
"c Climate Segment "," Rubus odoratus",1
"d Climate Segment "," Rubus odoratus",1
"e Climate Segment "," Rubus odoratus",2
"f Climate Segment "," Rubus odoratus",0
"a Climate Segment "," Rubus pennus",0
"b Climate Segment "," Rubus pennus",0
"c Climate Segment "," Rubus pennus",0
"d Climate Segment "," Rubus pennus",0
"e Climate Segment "," Rubus pennus",1
"f Climate Segment "," Rubus pennus",1
"a Climate Segment "," Rubus pubescens",8
"b Climate Segment "," Rubus pubescens",2
"c Climate Segment "," Rubus pubescens",0
"d Climate Segment "," Rubus pubescens",0
"e Climate Segment "," Rubus pubescens",0
"f Climate Segment "," Rubus pubescens",0
"a Climate Segment "," Rubus recurvans",4
"b Climate Segment "," Rubus recurvans",2
"c Climate Segment "," Rubus recurvans",0
"d Climate Segment "," Rubus recurvans",0
"e Climate Segment "," Rubus recurvans",0
"f Climate Segment "," Rubus recurvans",0
"a Climate Segment "," Rubus revealii",1
"b Climate Segment "," Rubus revealii",2
"c Climate Segment "," Rubus revealii",0
"d Climate Segment "," Rubus revealii",0
"e Climate Segment "," Rubus revealii",0
"f Climate Segment "," Rubus revealii",0
"a Climate Segment "," Rubus roribaccus",3
"b Climate Segment "," Rubus roribaccus",0
"c Climate Segment "," Rubus roribaccus",0
"d Climate Segment "," Rubus roribaccus",0
