"","climateSegment","speciesName","count"
"8322","f Climate Segment "," Rubus aboriginum",4
"8335","a Climate Segment "," Rubus argutus",1
"8336","b Climate Segment "," Rubus argutus",0
"8337","c Climate Segment "," Rubus argutus",3
"8338","d Climate Segment "," Rubus argutus",2
"8339","e Climate Segment "," Rubus argutus",13
"8340","f Climate Segment "," Rubus argutus",7
"8365","a Climate Segment "," Rubus flagellaris",10
"8366","b Climate Segment "," Rubus flagellaris",1
"8367","c Climate Segment "," Rubus flagellaris",2
"8368","d Climate Segment "," Rubus flagellaris",0
"8369","e Climate Segment "," Rubus flagellaris",4
"8370","f Climate Segment "," Rubus flagellaris",3
"8383","a Climate Segment "," Rubus hispidus",13
"8384","b Climate Segment "," Rubus hispidus",1
"8385","c Climate Segment "," Rubus hispidus",1
"8386","d Climate Segment "," Rubus hispidus",0
"8387","e Climate Segment "," Rubus hispidus",3
"8388","f Climate Segment "," Rubus hispidus",0
"8389","a Climate Segment "," Rubus idaeus",6
"8390","b Climate Segment "," Rubus idaeus",3
"8391","c Climate Segment "," Rubus idaeus",0
"8392","d Climate Segment "," Rubus idaeus",0
"8393","e Climate Segment "," Rubus idaeus",0
"8394","f Climate Segment "," Rubus idaeus",0
"8407","a Climate Segment "," Rubus laudatus",1
"8408","b Climate Segment "," Rubus laudatus",0
"8409","c Climate Segment "," Rubus laudatus",0
"8410","d Climate Segment "," Rubus laudatus",2
"8411","e Climate Segment "," Rubus laudatus",5
"8412","f Climate Segment "," Rubus laudatus",5
"8443","a Climate Segment "," Rubus pubescens",8
"8444","b Climate Segment "," Rubus pubescens",2
"8445","c Climate Segment "," Rubus pubescens",0
"8446","d Climate Segment "," Rubus pubescens",0
"8447","e Climate Segment "," Rubus pubescens",0
"8448","f Climate Segment "," Rubus pubescens",0
"8509","a Climate Segment "," Rudbeckia triloba",0
"8510","b Climate Segment "," Rudbeckia triloba",9
"8511","c Climate Segment "," Rudbeckia triloba",9
"8512","d Climate Segment "," Rudbeckia triloba",7
"8513","e Climate Segment "," Rudbeckia triloba",5
"8514","f Climate Segment "," Rudbeckia triloba",2
"8515","a Climate Segment "," Ruellia caroliniensis",0
"8516","b Climate Segment "," Ruellia caroliniensis",0
"8517","c Climate Segment "," Ruellia caroliniensis",0
"8518","d Climate Segment "," Ruellia caroliniensis",0
"8519","e Climate Segment "," Ruellia caroliniensis",5
"8520","f Climate Segment "," Ruellia caroliniensis",3
"8527","a Climate Segment "," Ruellia strepens",0
"8528","b Climate Segment "," Ruellia strepens",7
"8529","c Climate Segment "," Ruellia strepens",9
"8530","d Climate Segment "," Ruellia strepens",6
"8531","e Climate Segment "," Ruellia strepens",10
"8532","f Climate Segment "," Ruellia strepens",6
"8539","a Climate Segment "," Rumex britannica",10
"8540","b Climate Segment "," Rumex britannica",5
"8541","c Climate Segment "," Rumex britannica",1
"8542","d Climate Segment "," Rumex britannica",0
"8543","e Climate Segment "," Rumex britannica",0
"8544","f Climate Segment "," Rumex britannica",0
"8545","a Climate Segment "," Rumex triangulivalvis",0
"8546","b Climate Segment "," Rumex triangulivalvis",2
"8547","c Climate Segment "," Rumex triangulivalvis",0
"8548","d Climate Segment "," Rumex triangulivalvis",1
"8549","e Climate Segment "," Rumex triangulivalvis",1
"8550","f Climate Segment "," Rumex triangulivalvis",4
"8569","a Climate Segment "," Saccharum alopecuroides",0
"8570","b Climate Segment "," Saccharum alopecuroides",0
"8571","c Climate Segment "," Saccharum alopecuroides",0
"8572","d Climate Segment "," Saccharum alopecuroides",0
"8573","e Climate Segment "," Saccharum alopecuroides",0
"8574","f Climate Segment "," Saccharum alopecuroides",2
"8575","a Climate Segment "," Sagina decumbens",0
"8576","b Climate Segment "," Sagina decumbens",0
"8577","c Climate Segment "," Sagina decumbens",1
"8578","d Climate Segment "," Sagina decumbens",3
"8579","e Climate Segment "," Sagina decumbens",6
"8580","f Climate Segment "," Sagina decumbens",3
"8593","a Climate Segment "," Sagittaria cuneata",6
"8594","b Climate Segment "," Sagittaria cuneata",2
"8595","c Climate Segment "," Sagittaria cuneata",0
"8596","d Climate Segment "," Sagittaria cuneata",0
"8597","e Climate Segment "," Sagittaria cuneata",0
"8598","f Climate Segment "," Sagittaria cuneata",0
"8599","a Climate Segment "," Sagittaria graminea",7
"8600","b Climate Segment "," Sagittaria graminea",3
"8601","c Climate Segment "," Sagittaria graminea",0
"8602","d Climate Segment "," Sagittaria graminea",1
"8603","e Climate Segment "," Sagittaria graminea",0
"8604","f Climate Segment "," Sagittaria graminea",1
"8605","a Climate Segment "," Sagittaria latifolia",13
"8606","b Climate Segment "," Sagittaria latifolia",12
"8607","c Climate Segment "," Sagittaria latifolia",2
"8608","d Climate Segment "," Sagittaria latifolia",5
"8609","e Climate Segment "," Sagittaria latifolia",1
"8610","f Climate Segment "," Sagittaria latifolia",1
"8611","a Climate Segment "," Sagittaria montevidensis",0
"8612","b Climate Segment "," Sagittaria montevidensis",0
"8613","c Climate Segment "," Sagittaria montevidensis",1
"8614","d Climate Segment "," Sagittaria montevidensis",2
"8615","e Climate Segment "," Sagittaria montevidensis",6
"8616","f Climate Segment "," Sagittaria montevidensis",2
"8617","a Climate Segment "," Sagittaria rigida",6
"8618","b Climate Segment "," Sagittaria rigida",2
"8619","c Climate Segment "," Sagittaria rigida",0
"8620","d Climate Segment "," Sagittaria rigida",0
"8621","e Climate Segment "," Sagittaria rigida",0
"8622","f Climate Segment "," Sagittaria rigida",0
"8623","a Climate Segment "," Salix amygdaloides",12
"8624","b Climate Segment "," Salix amygdaloides",4
"8625","c Climate Segment "," Salix amygdaloides",5
"8626","d Climate Segment "," Salix amygdaloides",0
"8627","e Climate Segment "," Salix amygdaloides",0
"8628","f Climate Segment "," Salix amygdaloides",0
"8629","a Climate Segment "," Salix bebbiana",16
"8630","b Climate Segment "," Salix bebbiana",4
"8631","c Climate Segment "," Salix bebbiana",2
"8632","d Climate Segment "," Salix bebbiana",0
"8633","e Climate Segment "," Salix bebbiana",0
"8634","f Climate Segment "," Salix bebbiana",0
"8635","a Climate Segment "," Salix candida",9
"8636","b Climate Segment "," Salix candida",1
"8637","c Climate Segment "," Salix candida",0
"8638","d Climate Segment "," Salix candida",0
"8639","e Climate Segment "," Salix candida",0
"8640","f Climate Segment "," Salix candida",0
"8641","a Climate Segment "," Salix caroliniana",0
"8642","b Climate Segment "," Salix caroliniana",0
"8643","c Climate Segment "," Salix caroliniana",0
"8644","d Climate Segment "," Salix caroliniana",0
"8645","e Climate Segment "," Salix caroliniana",1
"8646","f Climate Segment "," Salix caroliniana",2
"8677","a Climate Segment "," Salix lucida",12
"8678","b Climate Segment "," Salix lucida",5
"8679","c Climate Segment "," Salix lucida",0
"8680","d Climate Segment "," Salix lucida",0
"8681","e Climate Segment "," Salix lucida",0
"8682","f Climate Segment "," Salix lucida",0
"8695","a Climate Segment "," Salix pedicellaris",7
"8696","b Climate Segment "," Salix pedicellaris",2
"8697","c Climate Segment "," Salix pedicellaris",1
"8698","d Climate Segment "," Salix pedicellaris",0
"8699","e Climate Segment "," Salix pedicellaris",0
"8700","f Climate Segment "," Salix pedicellaris",0
"8701","a Climate Segment "," Salix petiolaris",7
"8702","b Climate Segment "," Salix petiolaris",4
"8703","c Climate Segment "," Salix petiolaris",0
"8704","d Climate Segment "," Salix petiolaris",0
"8705","e Climate Segment "," Salix petiolaris",0
"8706","f Climate Segment "," Salix petiolaris",0
"8719","a Climate Segment "," Salvia lyrata",0
"8720","b Climate Segment "," Salvia lyrata",0
"8721","c Climate Segment "," Salvia lyrata",0
"8722","d Climate Segment "," Salvia lyrata",0
"8723","e Climate Segment "," Salvia lyrata",10
"8724","f Climate Segment "," Salvia lyrata",4
"8731","a Climate Segment "," Sambucus racemosa",8
"8732","b Climate Segment "," Sambucus racemosa",1
"8733","c Climate Segment "," Sambucus racemosa",0
"8734","d Climate Segment "," Sambucus racemosa",0
"8735","e Climate Segment "," Sambucus racemosa",0
"8736","f Climate Segment "," Sambucus racemosa",0
"8737","a Climate Segment "," Samolus parviflorus",1
"8738","b Climate Segment "," Samolus parviflorus",5
"8739","c Climate Segment "," Samolus parviflorus",6
"8740","d Climate Segment "," Samolus parviflorus",3
"8741","e Climate Segment "," Samolus parviflorus",11
"8742","f Climate Segment "," Samolus parviflorus",6
"8761","a Climate Segment "," Sanicula marilandica",11
"8762","b Climate Segment "," Sanicula marilandica",5
"8763","c Climate Segment "," Sanicula marilandica",1
"8764","d Climate Segment "," Sanicula marilandica",0
"8765","e Climate Segment "," Sanicula marilandica",0
"8766","f Climate Segment "," Sanicula marilandica",0
"8779","a Climate Segment "," Sarracenia purpurea",9
"8780","b Climate Segment "," Sarracenia purpurea",3
"8781","c Climate Segment "," Sarracenia purpurea",1
"8782","d Climate Segment "," Sarracenia purpurea",0
"8783","e Climate Segment "," Sarracenia purpurea",0
"8784","f Climate Segment "," Sarracenia purpurea",0
"8833","a Climate Segment "," Schoenoplectiella smithii",6
"8834","b Climate Segment "," Schoenoplectiella smithii",1
"8835","c Climate Segment "," Schoenoplectiella smithii",0
"8836","d Climate Segment "," Schoenoplectiella smithii",0
"8837","e Climate Segment "," Schoenoplectiella smithii",0
"8838","f Climate Segment "," Schoenoplectiella smithii",0
"8839","a Climate Segment "," Schoenoplectus acutus",10
"8840","b Climate Segment "," Schoenoplectus acutus",2
"8841","c Climate Segment "," Schoenoplectus acutus",0
"8842","d Climate Segment "," Schoenoplectus acutus",0
"8843","e Climate Segment "," Schoenoplectus acutus",0
"8844","f Climate Segment "," Schoenoplectus acutus",0
"8845","a Climate Segment "," Schoenoplectus pungens",11
"8846","b Climate Segment "," Schoenoplectus pungens",5
"8847","c Climate Segment "," Schoenoplectus pungens",2
"8848","d Climate Segment "," Schoenoplectus pungens",0
"8849","e Climate Segment "," Schoenoplectus pungens",1
"8850","f Climate Segment "," Schoenoplectus pungens",1
"8881","a Climate Segment "," Scirpus georgianus",0
"8882","b Climate Segment "," Scirpus georgianus",0
"8883","c Climate Segment "," Scirpus georgianus",4
"8884","d Climate Segment "," Scirpus georgianus",4
"8885","e Climate Segment "," Scirpus georgianus",10
"8886","f Climate Segment "," Scirpus georgianus",5
"8917","a Climate Segment "," Scleria oligantha",0
"8918","b Climate Segment "," Scleria oligantha",0
"8919","c Climate Segment "," Scleria oligantha",0
"8920","d Climate Segment "," Scleria oligantha",0
"8921","e Climate Segment "," Scleria oligantha",1
"8922","f Climate Segment "," Scleria oligantha",2
"8941","a Climate Segment "," Scleria verticillata",11
"8942","b Climate Segment "," Scleria verticillata",2
"8943","c Climate Segment "," Scleria verticillata",2
"8944","d Climate Segment "," Scleria verticillata",0
"8945","e Climate Segment "," Scleria verticillata",1
"8946","f Climate Segment "," Scleria verticillata",0
"8947","a Climate Segment "," Scrophularia lanceolata",14
"8948","b Climate Segment "," Scrophularia lanceolata",1
"8949","c Climate Segment "," Scrophularia lanceolata",0
"8950","d Climate Segment "," Scrophularia lanceolata",1
"8951","e Climate Segment "," Scrophularia lanceolata",0
"8952","f Climate Segment "," Scrophularia lanceolata",0
"8959","a Climate Segment "," Scutellaria elliptica",2
"8960","b Climate Segment "," Scutellaria elliptica",1
"8961","c Climate Segment "," Scutellaria elliptica",0
"8962","d Climate Segment "," Scutellaria elliptica",1
"8963","e Climate Segment "," Scutellaria elliptica",4
"8964","f Climate Segment "," Scutellaria elliptica",4
"8965","a Climate Segment "," Scutellaria galericulata",16
"8966","b Climate Segment "," Scutellaria galericulata",2
"8967","c Climate Segment "," Scutellaria galericulata",0
"8968","d Climate Segment "," Scutellaria galericulata",0
"8969","e Climate Segment "," Scutellaria galericulata",0
"8970","f Climate Segment "," Scutellaria galericulata",0
"8971","a Climate Segment "," Scutellaria incana",2
"8972","b Climate Segment "," Scutellaria incana",5
"8973","c Climate Segment "," Scutellaria incana",15
"8974","d Climate Segment "," Scutellaria incana",10
"8975","e Climate Segment "," Scutellaria incana",12
"8976","f Climate Segment "," Scutellaria incana",6
"8983","a Climate Segment "," Scutellaria nervosa",0
"8984","b Climate Segment "," Scutellaria nervosa",3
"8985","c Climate Segment "," Scutellaria nervosa",2
"8986","d Climate Segment "," Scutellaria nervosa",3
"8987","e Climate Segment "," Scutellaria nervosa",12
"8988","f Climate Segment "," Scutellaria nervosa",7
"9007","a Climate Segment "," Sedum ternatum",0
"9008","b Climate Segment "," Sedum ternatum",4
"9009","c Climate Segment "," Sedum ternatum",7
"9010","d Climate Segment "," Sedum ternatum",6
"9011","e Climate Segment "," Sedum ternatum",9
"9012","f Climate Segment "," Sedum ternatum",5
"9037","a Climate Segment "," Senna marilandica",0
"9038","b Climate Segment "," Senna marilandica",1
"9039","c Climate Segment "," Senna marilandica",2
"9040","d Climate Segment "," Senna marilandica",4
"9041","e Climate Segment "," Senna marilandica",6
"9042","f Climate Segment "," Senna marilandica",4
"9043","a Climate Segment "," Sericocarpus linifolius",0
"9044","b Climate Segment "," Sericocarpus linifolius",0
"9045","c Climate Segment "," Sericocarpus linifolius",0
"9046","d Climate Segment "," Sericocarpus linifolius",0
"9047","e Climate Segment "," Sericocarpus linifolius",3
"9048","f Climate Segment "," Sericocarpus linifolius",2
"9115","a Climate Segment "," Silene virginica",2
"9116","b Climate Segment "," Silene virginica",12
"9117","c Climate Segment "," Silene virginica",16
"9118","d Climate Segment "," Silene virginica",9
"9119","e Climate Segment "," Silene virginica",13
"9120","f Climate Segment "," Silene virginica",4
"9121","a Climate Segment "," Silphium asteriscus",3
"9122","b Climate Segment "," Silphium asteriscus",3
"9123","c Climate Segment "," Silphium asteriscus",0
"9124","d Climate Segment "," Silphium asteriscus",5
"9125","e Climate Segment "," Silphium asteriscus",7
"9126","f Climate Segment "," Silphium asteriscus",4
"9133","a Climate Segment "," Silphium laciniatum",8
"9134","b Climate Segment "," Silphium laciniatum",2
"9135","c Climate Segment "," Silphium laciniatum",0
"9136","d Climate Segment "," Silphium laciniatum",2
"9137","e Climate Segment "," Silphium laciniatum",0
"9138","f Climate Segment "," Silphium laciniatum",0
"9151","a Climate Segment "," Sisyrinchium albidum",16
"9152","b Climate Segment "," Sisyrinchium albidum",6
"9153","c Climate Segment "," Sisyrinchium albidum",1
"9154","d Climate Segment "," Sisyrinchium albidum",1
"9155","e Climate Segment "," Sisyrinchium albidum",4
"9156","f Climate Segment "," Sisyrinchium albidum",5
"9181","a Climate Segment "," Smallanthus uvedalius",0
"9182","b Climate Segment "," Smallanthus uvedalius",0
"9183","c Climate Segment "," Smallanthus uvedalius",0
"9184","d Climate Segment "," Smallanthus uvedalius",1
"9185","e Climate Segment "," Smallanthus uvedalius",7
"9186","f Climate Segment "," Smallanthus uvedalius",5
"9187","a Climate Segment "," Smilax bona-nox",0
"9188","b Climate Segment "," Smilax bona-nox",0
"9189","c Climate Segment "," Smilax bona-nox",0
"9190","d Climate Segment "," Smilax bona-nox",0
"9191","e Climate Segment "," Smilax bona-nox",1
"9192","f Climate Segment "," Smilax bona-nox",2
"9199","a Climate Segment "," Smilax glauca",0
"9200","b Climate Segment "," Smilax glauca",0
"9201","c Climate Segment "," Smilax glauca",0
"9202","d Climate Segment "," Smilax glauca",5
"9203","e Climate Segment "," Smilax glauca",8
"9204","f Climate Segment "," Smilax glauca",5
"9223","a Climate Segment "," Smilax pulverulenta",0
"9224","b Climate Segment "," Smilax pulverulenta",0
"9225","c Climate Segment "," Smilax pulverulenta",0
"9226","d Climate Segment "," Smilax pulverulenta",1
"9227","e Climate Segment "," Smilax pulverulenta",4
"9228","f Climate Segment "," Smilax pulverulenta",4
"9229","a Climate Segment "," Smilax rotundifolia",3
"9230","b Climate Segment "," Smilax rotundifolia",1
"9231","c Climate Segment "," Smilax rotundifolia",1
"9232","d Climate Segment "," Smilax rotundifolia",2
"9233","e Climate Segment "," Smilax rotundifolia",13
"9234","f Climate Segment "," Smilax rotundifolia",6
"9259","a Climate Segment "," Solidago bicolor",0
"9260","b Climate Segment "," Solidago bicolor",0
"9261","c Climate Segment "," Solidago bicolor",0
"9262","d Climate Segment "," Solidago bicolor",3
"9263","e Climate Segment "," Solidago bicolor",5
"9264","f Climate Segment "," Solidago bicolor",1
"9283","a Climate Segment "," Solidago erecta",0
"9284","b Climate Segment "," Solidago erecta",0
"9285","c Climate Segment "," Solidago erecta",0
"9286","d Climate Segment "," Solidago erecta",0
"9287","e Climate Segment "," Solidago erecta",5
"9288","f Climate Segment "," Solidago erecta",2
"9325","a Climate Segment "," Solidago ohioensis",9
"9326","b Climate Segment "," Solidago ohioensis",5
"9327","c Climate Segment "," Solidago ohioensis",2
"9328","d Climate Segment "," Solidago ohioensis",1
"9329","e Climate Segment "," Solidago ohioensis",0
"9330","f Climate Segment "," Solidago ohioensis",0
"9331","a Climate Segment "," Solidago patula",13
"9332","b Climate Segment "," Solidago patula",12
"9333","c Climate Segment "," Solidago patula",3
"9334","d Climate Segment "," Solidago patula",3
"9335","e Climate Segment "," Solidago patula",2
"9336","f Climate Segment "," Solidago patula",0
"9343","a Climate Segment "," Solidago riddellii",15
"9344","b Climate Segment "," Solidago riddellii",7
"9345","c Climate Segment "," Solidago riddellii",2
"9346","d Climate Segment "," Solidago riddellii",3
"9347","e Climate Segment "," Solidago riddellii",0
"9348","f Climate Segment "," Solidago riddellii",0
"9349","a Climate Segment "," Solidago rigida",14
"9350","b Climate Segment "," Solidago rigida",4
"9351","c Climate Segment "," Solidago rigida",0
"9352","d Climate Segment "," Solidago rigida",0
"9353","e Climate Segment "," Solidago rigida",0
"9354","f Climate Segment "," Solidago rigida",1
"9355","a Climate Segment "," Solidago rigidiuscula",7
"9356","b Climate Segment "," Solidago rigidiuscula",1
"9357","c Climate Segment "," Solidago rigidiuscula",0
"9358","d Climate Segment "," Solidago rigidiuscula",0
"9359","e Climate Segment "," Solidago rigidiuscula",0
"9360","f Climate Segment "," Solidago rigidiuscula",0
"9361","a Climate Segment "," Solidago rugosa",13
"9362","b Climate Segment "," Solidago rugosa",1
"9363","c Climate Segment "," Solidago rugosa",3
"9364","d Climate Segment "," Solidago rugosa",0
"9365","e Climate Segment "," Solidago rugosa",4
"9366","f Climate Segment "," Solidago rugosa",0
"9373","a Climate Segment "," Solidago speciosa",11
"9374","b Climate Segment "," Solidago speciosa",2
"9375","c Climate Segment "," Solidago speciosa",0
"9376","d Climate Segment "," Solidago speciosa",0
"9377","e Climate Segment "," Solidago speciosa",1
"9378","f Climate Segment "," Solidago speciosa",0
"9379","a Climate Segment "," Solidago sphacelata",0
"9380","b Climate Segment "," Solidago sphacelata",0
"9381","c Climate Segment "," Solidago sphacelata",0
"9382","d Climate Segment "," Solidago sphacelata",2
"9383","e Climate Segment "," Solidago sphacelata",7
"9384","f Climate Segment "," Solidago sphacelata",2
"9391","a Climate Segment "," Solidago uliginosa",12
"9392","b Climate Segment "," Solidago uliginosa",6
"9393","c Climate Segment "," Solidago uliginosa",2
"9394","d Climate Segment "," Solidago uliginosa",2
"9395","e Climate Segment "," Solidago uliginosa",1
"9396","f Climate Segment "," Solidago uliginosa",0
"9403","a Climate Segment "," Sonchus arvensis",6
"9404","b Climate Segment "," Sonchus arvensis",6
"9405","c Climate Segment "," Sonchus arvensis",0
"9406","d Climate Segment "," Sonchus arvensis",0
"9407","e Climate Segment "," Sonchus arvensis",0
"9408","f Climate Segment "," Sonchus arvensis",0
"9421","a Climate Segment "," Sorghum bicolor",0
"9422","b Climate Segment "," Sorghum bicolor",1
"9423","c Climate Segment "," Sorghum bicolor",0
"9424","d Climate Segment "," Sorghum bicolor",1
"9425","e Climate Segment "," Sorghum bicolor",1
"9426","f Climate Segment "," Sorghum bicolor",3
"9439","a Climate Segment "," Sparganium emersum",10
"9440","b Climate Segment "," Sparganium emersum",4
"9441","c Climate Segment "," Sparganium emersum",0
"9442","d Climate Segment "," Sparganium emersum",1
"9443","e Climate Segment "," Sparganium emersum",0
"9444","f Climate Segment "," Sparganium emersum",0
"9445","a Climate Segment "," Sparganium eurycarpum",10
"9446","b Climate Segment "," Sparganium eurycarpum",7
"9447","c Climate Segment "," Sparganium eurycarpum",3
"9448","d Climate Segment "," Sparganium eurycarpum",0
"9449","e Climate Segment "," Sparganium eurycarpum",0
"9450","f Climate Segment "," Sparganium eurycarpum",0
"9451","a Climate Segment "," Spartina pectinata",17
"9452","b Climate Segment "," Spartina pectinata",6
"9453","c Climate Segment "," Spartina pectinata",1
"9454","d Climate Segment "," Spartina pectinata",3
"9455","e Climate Segment "," Spartina pectinata",5
"9456","f Climate Segment "," Spartina pectinata",2
"9457","a Climate Segment "," Spermacoce glabra",0
"9458","b Climate Segment "," Spermacoce glabra",0
"9459","c Climate Segment "," Spermacoce glabra",0
"9460","d Climate Segment "," Spermacoce glabra",1
"9461","e Climate Segment "," Spermacoce glabra",2
"9462","f Climate Segment "," Spermacoce glabra",5
"9487","a Climate Segment "," Spiraea alba",17
"9488","b Climate Segment "," Spiraea alba",12
"9489","c Climate Segment "," Spiraea alba",5
"9490","d Climate Segment "," Spiraea alba",4
"9491","e Climate Segment "," Spiraea alba",2
"9492","f Climate Segment "," Spiraea alba",2
"9493","a Climate Segment "," Spiraea tomentosa",14
"9494","b Climate Segment "," Spiraea tomentosa",1
"9495","c Climate Segment "," Spiraea tomentosa",0
"9496","d Climate Segment "," Spiraea tomentosa",2
"9497","e Climate Segment "," Spiraea tomentosa",3
"9498","f Climate Segment "," Spiraea tomentosa",0
"9559","a Climate Segment "," Sporobolus cryptandrus",6
"9560","b Climate Segment "," Sporobolus cryptandrus",0
"9561","c Climate Segment "," Sporobolus cryptandrus",0
"9562","d Climate Segment "," Sporobolus cryptandrus",0
"9563","e Climate Segment "," Sporobolus cryptandrus",0
"9564","f Climate Segment "," Sporobolus cryptandrus",0
"9565","a Climate Segment "," Sporobolus heterolepis",6
"9566","b Climate Segment "," Sporobolus heterolepis",0
"9567","c Climate Segment "," Sporobolus heterolepis",0
"9568","d Climate Segment "," Sporobolus heterolepis",0
"9569","e Climate Segment "," Sporobolus heterolepis",0
"9570","f Climate Segment "," Sporobolus heterolepis",0
"9613","a Climate Segment "," Stachys hyssopifolia",7
"9614","b Climate Segment "," Stachys hyssopifolia",0
"9615","c Climate Segment "," Stachys hyssopifolia",0
"9616","d Climate Segment "," Stachys hyssopifolia",0
"9617","e Climate Segment "," Stachys hyssopifolia",0
"9618","f Climate Segment "," Stachys hyssopifolia",0
"9631","a Climate Segment "," Stellaria corei",0
"9632","b Climate Segment "," Stellaria corei",0
"9633","c Climate Segment "," Stellaria corei",0
"9634","d Climate Segment "," Stellaria corei",1
"9635","e Climate Segment "," Stellaria corei",4
"9636","f Climate Segment "," Stellaria corei",1
"9643","a Climate Segment "," Stellaria pubera",0
"9644","b Climate Segment "," Stellaria pubera",4
"9645","c Climate Segment "," Stellaria pubera",12
"9646","d Climate Segment "," Stellaria pubera",8
"9647","e Climate Segment "," Stellaria pubera",13
"9648","f Climate Segment "," Stellaria pubera",2
"9673","a Climate Segment "," Strophostyles umbellata",0
"9674","b Climate Segment "," Strophostyles umbellata",0
"9675","c Climate Segment "," Strophostyles umbellata",0
"9676","d Climate Segment "," Strophostyles umbellata",3
"9677","e Climate Segment "," Strophostyles umbellata",4
"9678","f Climate Segment "," Strophostyles umbellata",5
"9679","a Climate Segment "," Stuckenia pectinata",10
"9680","b Climate Segment "," Stuckenia pectinata",2
"9681","c Climate Segment "," Stuckenia pectinata",0
"9682","d Climate Segment "," Stuckenia pectinata",1
"9683","e Climate Segment "," Stuckenia pectinata",0
"9684","f Climate Segment "," Stuckenia pectinata",0
"9691","a Climate Segment "," Stylosanthes biflora",0
"9692","b Climate Segment "," Stylosanthes biflora",0
"9693","c Climate Segment "," Stylosanthes biflora",0
"9694","d Climate Segment "," Stylosanthes biflora",2
"9695","e Climate Segment "," Stylosanthes biflora",6
"9696","f Climate Segment "," Stylosanthes biflora",4
"9715","a Climate Segment "," Symphoricarpos orbiculatus",1
"9716","b Climate Segment "," Symphoricarpos orbiculatus",1
"9717","c Climate Segment "," Symphoricarpos orbiculatus",2
"9718","d Climate Segment "," Symphoricarpos orbiculatus",3
"9719","e Climate Segment "," Symphoricarpos orbiculatus",7
"9720","f Climate Segment "," Symphoricarpos orbiculatus",6
"9721","a Climate Segment "," Symphyotrichum boreale",5
"9722","b Climate Segment "," Symphyotrichum boreale",0
"9723","c Climate Segment "," Symphyotrichum boreale",0
"9724","d Climate Segment "," Symphyotrichum boreale",0
"9725","e Climate Segment "," Symphyotrichum boreale",0
"9726","f Climate Segment "," Symphyotrichum boreale",0
"9745","a Climate Segment "," Symphyotrichum dumosum",11
"9746","b Climate Segment "," Symphyotrichum dumosum",4
"9747","c Climate Segment "," Symphyotrichum dumosum",0
"9748","d Climate Segment "," Symphyotrichum dumosum",0
"9749","e Climate Segment "," Symphyotrichum dumosum",0
"9750","f Climate Segment "," Symphyotrichum dumosum",0
"9751","a Climate Segment "," Symphyotrichum ericoides",11
"9752","b Climate Segment "," Symphyotrichum ericoides",2
"9753","c Climate Segment "," Symphyotrichum ericoides",1
"9754","d Climate Segment "," Symphyotrichum ericoides",1
"9755","e Climate Segment "," Symphyotrichum ericoides",0
"9756","f Climate Segment "," Symphyotrichum ericoides",0
"9757","a Climate Segment "," Symphyotrichum firmum",7
"9758","b Climate Segment "," Symphyotrichum firmum",3
"9759","c Climate Segment "," Symphyotrichum firmum",0
"9760","d Climate Segment "," Symphyotrichum firmum",0
"9761","e Climate Segment "," Symphyotrichum firmum",0
"9762","f Climate Segment "," Symphyotrichum firmum",0
"9763","a Climate Segment "," Symphyotrichum laeve",9
"9764","b Climate Segment "," Symphyotrichum laeve",5
"9765","c Climate Segment "," Symphyotrichum laeve",0
"9766","d Climate Segment "," Symphyotrichum laeve",0
"9767","e Climate Segment "," Symphyotrichum laeve",0
"9768","f Climate Segment "," Symphyotrichum laeve",2
"9799","a Climate Segment "," Symphyotrichum oolentangiense",14
"9800","b Climate Segment "," Symphyotrichum oolentangiense",1
"9801","c Climate Segment "," Symphyotrichum oolentangiense",1
"9802","d Climate Segment "," Symphyotrichum oolentangiense",0
"9803","e Climate Segment "," Symphyotrichum oolentangiense",0
"9804","f Climate Segment "," Symphyotrichum oolentangiense",0
"9805","a Climate Segment "," Symphyotrichum patens",0
"9806","b Climate Segment "," Symphyotrichum patens",0
"9807","c Climate Segment "," Symphyotrichum patens",0
"9808","d Climate Segment "," Symphyotrichum patens",3
"9809","e Climate Segment "," Symphyotrichum patens",3
"9810","f Climate Segment "," Symphyotrichum patens",4
"9823","a Climate Segment "," Symphyotrichum prenanthoides",0
"9824","b Climate Segment "," Symphyotrichum prenanthoides",0
"9825","c Climate Segment "," Symphyotrichum prenanthoides",0
"9826","d Climate Segment "," Symphyotrichum prenanthoides",2
"9827","e Climate Segment "," Symphyotrichum prenanthoides",5
"9828","f Climate Segment "," Symphyotrichum prenanthoides",0
"9835","a Climate Segment "," Symphyotrichum racemosum",0
"9836","b Climate Segment "," Symphyotrichum racemosum",0
"9837","c Climate Segment "," Symphyotrichum racemosum",1
"9838","d Climate Segment "," Symphyotrichum racemosum",2
"9839","e Climate Segment "," Symphyotrichum racemosum",8
"9840","f Climate Segment "," Symphyotrichum racemosum",3
"9847","a Climate Segment "," Symphyotrichum shortii",1
"9848","b Climate Segment "," Symphyotrichum shortii",10
"9849","c Climate Segment "," Symphyotrichum shortii",9
"9850","d Climate Segment "," Symphyotrichum shortii",4
"9851","e Climate Segment "," Symphyotrichum shortii",10
"9852","f Climate Segment "," Symphyotrichum shortii",6
"9853","a Climate Segment "," Symphyotrichum undulatum",0
"9854","b Climate Segment "," Symphyotrichum undulatum",0
"9855","c Climate Segment "," Symphyotrichum undulatum",0
"9856","d Climate Segment "," Symphyotrichum undulatum",0
