<<<<<<< HEAD
pvalues1,speciesName,padj
0.1205, Carex emoryi,0.219334343
0.0173, Carex festucacea,0.049959295
0.6206, Carex flava,0.740610066
0.3216, Carex folliculata,0.468112439
0, Carex frankii,0
0.3216, Carex garberi,0.468112439
0.079, Carex gigantea,0.157575771
0, Carex glaucodea,0
0.0711, Carex gracilescens,0.152526429
0.2491, Carex gracillima,0.393063222
0.5579, Carex granularis,0.697181553
0.719, Carex gravida,0.831603338
0.5083, Carex grayi,0.653321398
0.8905, Carex grisea,0.970181983
0.1491, Carex haydenii,0.262381055
0.0254, Carex hirsutella,0.06711261
0.943, Carex hirtifolia,0.998877275
0.3992, Carex hitchcockiana,0.542910256
0.0183, Carex hyalinolepis,0.052045342
0.0292, Carex hystericina,0.075601149
0.9146, Carex inops,0.978641068
0.0251, Carex interior,0.066976991
0.2438, Carex intumescens,0.385037336
0.7645, Carex jamesii,0.869166562
0.0775, Carex kraliana,0.157575771
0.0233, Carex lacustris,0.062854192
0.1071, Carex laevivaginata,0.199168421
0.0816, Carex lasiocarpa,0.160177778
0.4109, Carex laxiculmis,0.554222904
0.6253, Carex laxiflora,0.744604491
0.2513, Carex leavenworthii,0.395841434
0.1607, Carex leptalea,0.279788792
0.3396, Carex limosa,0.487616892
0.0186, Carex longii,0.052045342
0.0024, Carex louisianica,0.011175194
0.4561, Carex lupuliformis,0.600359533
0.7389, Carex lupulina,0.848087771
0.0253, Carex lurida,0.06711261
0.2763, Carex meadii,0.428634079
0.2362, Carex mesochorea,0.376999469
0.1505, Carex molesta,0.26432846
0.0051, Carex muehlenbergii,0.020109847
0.0651, Carex muskingumensis,0.147005263
0.4754, Carex normalis,0.619429356
0.024, Carex oligocarpa,0.06464574
0.0063, Carex oligosperma,0.021916216
9.00E-04, Carex pellita,0.00538804
0.0024, Carex pensylvanica,0.011175194
0.2004, Carex picta,0.332523757
0.1063, Carex planispicata,0.198089555
0.6927, Carex plantaginea,0.805839509
0.0639, Carex platyphylla,0.14465804
0.2663, Carex prairea,0.415474113
0.1357, Carex prasina,0.24204906
0.8048, Carex radiata,0.905384155
0.0124, Carex retroflexa,0.037428476
1, Carex richardsonii,1
0.5908, Carex rosea,0.714031925
0.0219, Carex sartwellii,0.059612991
0.0015, Carex scoparia,0.007903509
0.0017, Carex shortiana,0.008533148
0.0063, Carex siccata,0.021916216
0.4908, Carex sparganioides,0.635360345
0.1087, Carex sprengelii,0.201727497
9.00E-04, Carex squarrosa,0.00538804
0.3329, Carex sterilis,0.47990864
0.9473, Carex stipata,1
0.3789, Carex straminea,0.528465789
4.00E-04, Carex stricta,0.002894779
0.0018, Carex suberecta,0.008910989
0.0754, Carex swanii,0.157575771
1, Carex tenera,1
0.0219, Carex tetanica,0.059612991
0.0775, Carex texensis,0.157575771
0.2779, Carex timida,0.430219759
0.0063, Carex tonsa,0.021916216
0.5193, Carex torta,0.665087846
0.509, Carex tribuloides,0.653754811
0.5564, Carex trichocarpa,0.697181553
1.00E-04, Carex trisperma,0.000984699
0.0275, Carex tuckermanii,0.071923077
0.0062, Carex typhina,0.021916216
0.02, Carex umbellata,0.055531587
0.0794, Carex utriculata,0.157575771
0.0794, Carex vesicaria,0.157575771
0.0012, Carex virescens,0.006532931
0.5867, Carex viridistellata,0.710984129
3.00E-04, Carex viridula,0.002271429
0.8898, Carex vulpinoidea,0.970005808
0, Carex willdenowii,0
0.0701, Carex woodii,0.150740095
0.904, Carpinus caroliniana,0.978641068
0.3407, Carya cordiformis,0.488806847
0.6722, Carya glabra,0.788096552
0.0073, Carya illinoinensis,0.024866919
0.6894, Carya laciniosa,0.802518605
0.6013, Carya ovata,0.723809352
0.3962, Carya pallida,0.540463588
0.0108, Carya tomentosa,0.033324658
9.00E-04, Castanea dentata,0.00538804
0, Castilleja coccinea,0
2.00E-04, Catalpa speciosa,0.001668519
0.9506, Caulophyllum thalictroides,1
0.0075, Ceanothus americanus,0.025404135
0.5464, Celastrus scandens,0.688437037
2.00E-04, Celtis laevigata,0.001668519
0.4433, Celtis occidentalis,0.5873725
0.0085, Celtis tenuifolia,0.028104587
0.0522, Cenchrus longispinus,0.122799478
0.3962, Centaurea stoebe,0.540463588
0.7136, Cephalanthus occidentalis,0.826949968
0.5742, Cerastium arvense,0.70580382
0.4669, Cerastium fontanum,0.610561538
0.01, Cerastium nutans,0.031542808
0.0188, Cerastium velutinum,0.052523411
0.0163, Ceratophyllum demersum,0.047838111
0.316, Cercis canadensis,0.468112439
0.0048, Chaerophyllum procumbens,0.019578271
0.0775, Chaerophyllum tainturieri,0.157575771
0.45, Chamaecrista fasciculata,0.594065934
0.0011, Chamaecrista nictitans,0.006080368
0.0017, Chamaedaphne calyculata,0.008533148
0.079, Chamaelirium luteum,0.157575771
4.00E-04, Chamaenerion angustifolium,0.002894779
0, Chasmanthium latifolium,0
0.2278, Chelone glabra,0.369815856
0.0794, Chelone obliqua,0.157575771
0.001, Chenopodiastrum simplex,0.005794212
0.129, Chenopodium berlandieri,0.232225774
0.0011, Chenopodium pratericola,0.006080368
0.3161, Chenopodium standleyanum,0.468112439
0.151, Chimaphila maculata,0.264433431
3.00E-04, Chimaphila umbellata,0.002271429
1, Chrysosplenium americanum,1
8.00E-04, Cicuta bulbifera,0.004920137
0.9035, Cicuta maculata,0.978641068
0.869, Cinna arundinacea,0.953096774
0.0816, Circaea alpina,0.160177778
0.875, Circaea canadensis,0.957784335
0.6556, Cirsium altissimum,0.772656115
0.0049, Cirsium carolinianum,0.019578271
0.0099, Cirsium discolor,0.031542808
0.0019, Cirsium muticum,0.009303804
0.3216, Cirsium pitcheri,0.468112439
0.0011, Cirsium pumilum,0.006080368
0, Cladium mariscoides,0
0.231, Cladrastis kentukea,0.371
0.9642, Claytonia virginica,1
6.00E-04, Clematis pitcheri,0.003861429
0.0354, Clematis viorna,0.088721558
0.0806, Clematis virginiana,0.159255702
0.9146, Clinopodium arkansanum,0.978641068
0.0382, Clinopodium vulgare,0.094038798
1, Clintonia borealis,1
6.00E-04, Clitoria mariana,0.003861429
1.00E-04, Cocculus carolinus,0.000984699
0.0628, Coeloglossum viride,0.142573333
0, Coleataenia anceps,0
0.0011, Coleataenia rigidula,0.006080368
0.0104, Coleataenia stipitata,0.032423529
0.3654, Collinsia verna,0.516027273
0.3302, Collinsonia canadensis,0.477544462
0.0092, Comandra umbellata,0.029979024
0.001, Comarum palustre,0.005794212
0, Commelina diffusa,0
0.0021, Commelina erecta,0.010011111
0, Commelina virginica,0
3.00E-04, Comptonia peregrina,0.002271429
0.0701, Conioselinum chinense,0.150740095
0, Conoclinium coelestinum,0
0.5546, Conopholis americana,0.696438467
0.9086, Conyza canadensis,0.978641068
0.3255, Conyza ramosissima,0.472263285
0.0062, Coptis trifolia,0.021916216
0.0697, Corallorhiza maculata,0.150740095
0.2897, Corallorhiza odontorhiza,0.4435339
0, Corallorhiza wisteriana,0
0.0219, Coreopsis lanceolata,0.059612991
0, Coreopsis palmata,0
0.0105, Coreopsis tripteris,0.032566265
1, Corispermum americanum,1
0.0701, Corispermum pallasii,0.150740095
0.2863, Cornus alternifolia,0.439688
0.126, Cornus amomum,0.227507014
1, Cornus canadensis,1
0.0079, Cornus drummondii,0.026559328
0.5607, Cornus florida,0.70019501
1.00E-04, Cornus foemina,0.000984699
0.0388, Cornus obliqua,0.095125986
0.0029, Cornus racemosa,0.0130645
0.0794, Cornus rugosa,0.157575771
4.00E-04, Cornus sericea,0.002894779
0.0012, Corydalis flavula,0.006532931
0.0701, Corydalis sempervirens,0.150740095
0.5014, Corylus americana,0.644912777
0.7908, Crataegus biltmoreana,0.892870677
0.4691, Crataegus calpodendron,0.612993619
0.9889, Crataegus coccinea,1
0.3962, Crataegus collina,0.540463588
0.145, Crataegus crus-galli,0.256418057
1, Crataegus holmesiana,1
0.3216, Crataegus intricata,0.468112439
0.5317, Crataegus macrosperma,0.677022599
0.0841, Crataegus margarettae,0.164190899
0.3448, Crataegus mollis,0.492337242
0.3243, Crataegus prona,0.471281129
0.4141, Crataegus pruinosa,0.557287677
0.72, Crataegus punctata,0.831692308
0.085, Crataegus rubella,0.164345494
0.6174, Crataegus succulenta,0.73923907
6.00E-04, Crataegus viridis,0.003861429
0.0143, Crocanthemum bicknellii,0.042452389
1.00E-04, Crocanthemum canadense,0.000984699
0.1134, Croton capitatus,0.208304587
0.0995, Croton glandulosus,0.187944444
0.0775, Croton michauxii,0.157575771
0.7229, Cryptotaenia canadensis,0.834507239
0.0075, Cunila origanoides,0.025404135
1.00E-04, Cuphea viscosissima,0.000984699
0.0109, Cuscuta campestris,0.033575726
0.6574, Cuscuta cephalanthi,0.774271111
2.00E-04, Cuscuta compacta,0.001668519
0.0367, Cuscuta coryli,0.091597507
0.0775, Cuscuta cuspidata,0.157575771
0.0794, Cuscuta glomerata,0.157575771
0.2787, Cuscuta gronovii,0.430443493
0.2867, Cuscuta pentagona,0.439688
0.5615, Cuscuta polygonorum,0.700708449
1.00E-04, Cycloloma atriplicifolium,0.000984699
0, Cynanchum laeve,0
0, Cynoglossum virginianum,0
0.231, Cyperus acuminatus,0.371
0.0343, Cyperus bipartitus,0.08632486
0.0701, Cyperus dentatus,0.150740095
0.0101, Cyperus diandrus,0.031542808
0.085, Cyperus echinatus,0.164345494
0.0467, Cyperus erythrorhizos,0.111757503
0.1244, Cyperus esculentus,0.225069076
5.00E-04, Cyperus flavescens,0.00336194
1, Cyperus houghtonii,1
0, Cyperus lupulinus,0
0.7715, Cyperus odoratus,0.874366667
0.0062, Cyperus pseudovegetus,0.021916216
0.0701, Cyperus schweinitzii,0.150740095
0.8784, Cyperus squarrosus,0.960483495
0.5682, Cyperus strigosus,0.70580382
0.0101, Cypripedium acaule,0.031542808
0.0011, Cypripedium candidum,0.006080368
0.1215, Cypripedium parviflorum,0.220708669
0.0816, Cypripedium reginae,0.160177778
0.2045, Cystopteris bulbifera,0.339014719
0.1397, Cystopteris protrusa,0.247288212
0.4588, Cystopteris tenuis,0.602855685
0.2099, Dalea candida,0.347008991
0.1799, Dalea purpurea,0.306988447
0.5373, Danthonia spicata,0.680882278
0.0105, Dasiphora fruticosa,0.032566265
0.0314, Dasistoma macrophylla,0.080259291
0.0066, Decodon verticillatus,0.022783908
0.0112, Delphinium tricorne,0.03432381
1, Dendrolycopodium obscurum,1
0.3962, Dennstaedtia punctilobula,0.540463588
0.7598, Deparia acrostichoides,0.864914466
0.3216, Deschampsia cespitosa,0.468112439
0.1065, Descurainia pinnata,0.198257231
0.0083, Desmanthus illinoensis,0.027646211
0.0582, Desmodium canadense,0.133941762
0.4212, Desmodium canescens,0.564733929
0.0598, Desmodium ciliare,0.137273376
0.5271, Desmodium cuspidatum,0.671990523
0.0222, Desmodium glabellum,0.06024759
2.00E-04, Desmodium illinoense,0.001668519
0.0049, Desmodium laevigatum,0.019578271
0.044, Desmodium marilandicum,0.106569892
1.00E-04, Desmodium nuttallii,0.000984699
0.4958, Desmodium obtusum,0.64045276
0.7938, Desmodium paniculatum,0.895696681
0.8437, Desmodium perplexum,0.933874324
0.405, Desmodium rotundifolium,0.549142212
3.00E-04, Desmodium sessilifolium,0.002271429
0.0039, Dianthus armeria,0.016653555
0.0105, Diarrhena americana,0.032566265
0.3442, Diarrhena obovata,0.491870262
0.1237, Dicentra canadensis,0.224252918
0.2417, Dicentra cucullaria,0.383794386
0.4515, Dichanthelium acuminatum,0.59560981
0.2427, Dichanthelium boreale,0.383794386
0, Dichanthelium boscii,0
0.0535, Dichanthelium clandestinum,0.124396129
0, Dichanthelium commutatum,0
0.0186, Dichanthelium deamii,0.052045342
0.0058, Dichanthelium depauperatum,0.021916216
0.0049, Dichanthelium dichotomum,0.019578271
0.0121, Dichanthelium latifolium,0.036769309
2.00E-04, Dichanthelium laxiflorum,0.001668519
0.0794, Dichanthelium leibergii,0.157575771
0.0388, Dichanthelium linearifolium,0.095125986
0, Dichanthelium oligosanthes,0
0, Dichanthelium ovale,0
0, Dichanthelium perlongum,0
0, Dichanthelium polyanthes,0
0.0394, Dichanthelium sphaerocarpon,0.096334871
0.006, Dicliptera brachiata,0.021916216
0.0534, Didiplis diandra,0.124324031
0.0062, Diervilla lonicera,0.021916216
7.00E-04, Digitaria cognata,0.004379861
0.5905, Digitaria filiformis,0.714031925
1.00E-04, Dinebra panicea,0.000984699
0.0775, Dinebra panicoides,0.157575771
0, Diodia teres,0
0.0804, Dioscorea villosa,0.159034907
1.00E-04, Diospyros virginiana,0.000984699
0.231, Diphasiastrum digitatum,0.371
0.3891, Dirca palustris,0.539767667
3.00E-04, Doellingeria umbellata,0.002271429
0.0262, Draba brachycarpa,0.068722562
0.3498, Draba reptans,0.497898578
0.0063, Drosera intermedia,0.021916216
0.0093, Drosera rotundifolia,0.030087253
0.0123, Drymocallis arguta,0.037251429
4.00E-04, Dryopteris carthusiana,0.002894779
1, Dryopteris celsa,1
3.00E-04, Dryopteris cristata,0.002271429
0.6825, Dryopteris goldiana,0.797577821
0.9584, Dryopteris intermedia,1
0.5273, Dryopteris marginalis,0.671990523
7.00E-04, Dulichium arundinaceum,0.004379861
0.0383, Dysphania ambrosioides,0.094156344
0.2427, Dysphania botrys,0.383794386
0.5742, Echinacea pallida,0.70580382
0.1308, Echinacea purpurea,0.23499661
0.5214, Echinochloa muricata,0.667303125
7.00E-04, Echinochloa walteri,0.004379861
0.0046, Echinocystis lobata,0.019055632
0.0062, Echinodorus cordifolius,0.021916216
0.0767, Eclipta prostrata,0.157575771
6.00E-04, Eleocharis acicularis,0.003861429
0.3962, Eleocharis compressa,0.540463588
0.0352, Eleocharis elliptica,0.088343175
0.0841, Eleocharis engelmannii,0.164190899
0.2427, Eleocharis equisetoides,0.383794386
0, Eleocharis erythropoda,0
0.001, Eleocharis flavescens,0.005794212
0.0701, Eleocharis geniculata,0.150740095
0.0691, Eleocharis intermedia,0.150740095
1, Eleocharis melanocarpa,1
1, Eleocharis microcarpa,1
0.6891, Eleocharis obtusa,0.802518605
1, Eleocharis ovata,1
0.0356, Eleocharis palustris,0.089098889
0.1962, Eleocharis quadrangulata,0.327666728
0.0186, Eleocharis quinqueflora,0.052045342
0.3216, Eleocharis robbinsii,0.468112439
0.0488, Eleocharis rostellata,0.116012665
3.00E-04, Eleocharis verrucosa,0.002271429
0.3962, Eleocharis wolfii,0.540463588
0, Elephantopus carolinianus,0
0.3332, Ellisia nyctelea,0.479957154
0.2764, Elodea canadensis,0.428634079
0.0101, Elodea nuttallii,0.031542808
0.0028, Elymus canadensis,0.012677387
0.079, Elymus curvatus,0.157575771
0.0491, Elymus glabriflorus,0.116418684
0.9947, Elymus hystrix,1
0.2585, Elymus macgregorii,0.404706342
0.0085, Elymus repens,0.028104587
0.4735, Elymus riparius,0.617400145
0.0031, Elymus trachycaulus,0.013759113
0.5368, Elymus villosus,0.680727375
0.8754, Elymus virginicus,0.957784335
0.2835, Endodeca serpentaria,0.435893345
0.3252, Enemion biternatum,0.472208219
0.0336, Epifagus virginiana,0.0848
0.2789, Epigaea repens,0.430443493
0.3216, Epilobium ciliatum,0.468112439
0.0553, Epilobium coloratum,0.128085604
0.005, Epilobium leptophyllum,0.019845815
0.0251, Epilobium strictum,0.066976991
0.3084, Equisetum arvense,0.467005714
3.00E-04, Equisetum fluviatile,0.002271429
0.0971, Equisetum hyemale,0.183989695
0.028, Equisetum laevigatum,0.073124638
1, Equisetum variegatum,1
0.0013, Eragrostis capillaris,0.006972024
0.6741, Eragrostis frankii,0.789810273
0.2833, Eragrostis hypnoides,0.435893345
0.4482, Eragrostis pectinacea,0.592557887
0.1356, Eragrostis spectabilis,0.24204906
0.0791, Erechtites hieraciifolius,0.157575771
0.1973, Erigenia bulbosa,0.328590203
0.5811, Erigeron annuus,0.710984129
0.9784, Erigeron philadelphicus,1
0.3766, Erigeron pulchellus,0.526211938
0.0793, Erigeron strigosus,0.157575771
0.0219, Eriocaulon aquaticum,0.059612991
0.2427, Eriophorum angustifolium,0.383794386
0.1918, Eriophorum gracile,0.322109599
0.9146, Eriophorum vaginatum,0.978641068
0.002, Eriophorum virginicum,0.009610667
0.0011, Eriophorum viridicarinatum,0.006080368
0.0013, Eryngium yuccifolium,0.006972024
0.044, Erysimum capitatum,0.106569892
0.1397, Erythronium albidum,0.247288212
0.0911, Erythronium americanum,0.174455048
1.00E-04, Euonymus americanus,0.000984699
0.0618, Euonymus atropurpureus,0.141324365
0.4715, Euonymus obovatus,0.615683333
0.3037, Eupatorium altissimum,0.46182903
0.5436, Eupatorium perfoliatum,0.686452137
0, Eupatorium serotinum,0
0.008, Eupatorium sessilifolium,0.026795539
0.1905, Euphorbia commutata,0.320823364
0.1027, Euphorbia corollata,0.192375676
0.5867, Euphorbia cyathophora,0.710984129
0.137, Euphorbia dentata,0.243705824
0.0701, Euphorbia glyptosperma,0.150740095
0, Euphorbia humistrata,0
0.3803, Euphorbia maculata,0.529059414
0.8604, Euphorbia nutans,0.946545055
0.0701, Euphorbia polygonifolia,0.150740095
0.0371, Euphorbia serpens,0.091832692
0.0524, Euphorbia spathulata,0.123109257
1, Euphorbia vermiculata,1
0.5867, Eurybia furcata,0.710984129
0.0111, Eurybia macrophylla,0.034075298
0.0629, Euthamia caroliniana,0.142573333
0.5954, Euthamia graminifolia,0.718387684
0.0041, Euthamia gymnospermoides,0.017384
0.012, Eutrochium fistulosum,0.036527027
5.00E-04, Eutrochium maculatum,0.00336194
0.8258, Eutrochium purpureum,0.918575062
0.9072, Fagus grandifolia,0.978641068
0.9323, Fallopia scandens,0.99291052
0.3962, Festuca paradoxa,0.540463588
0.3216, Festuca rubra,0.468112439
1, Festuca saximontana,1
0.9493, Festuca subverticillata,1
0.1901, Filipendula rubra,0.320749251
0.039, Fimbristylis autumnalis,0.095486413
0.4381, Fimbristylis puberula,0.582296979
0.006, Fleischmannia incarnata,0.021916216
0.0043, Floerkea proserpinacoides,0.01802
0, Forestiera acuminata,0
0.6748, Fragaria vesca,0.790116699
0.0232, Fragaria virginiana,0.062678261
1, Frangula alnus,1
0.0049, Frangula caroliniana,0.019578271
0.0555, Frasera caroliniensis,0.128383825
0.9609, Fraxinus americana,1
7.00E-04, Fraxinus biltmoreana,0.004379861
0.4863, Fraxinus nigra,0.6308946
0.8107, Fraxinus pennsylvanica,0.908508333
0.0819, Fraxinus profunda,0.16059173
0.9237, Fraxinus quadrangulata,0.985498757
0.5648, Fraxinus smallii,0.702518841
1, Froelichia floridana,1
0.3216, Fuirena pumila,0.468112439
0.0167, Galactia volubilis,0.048537742
0.6969, Galearis spectabilis,0.810202452
0.4308, Galinsoga parviflora,0.575038222
0.605, Galium aparine,0.727777036
0.0577, Galium asprellum,0.13296087
0, Galium boreale,0
0.825, Galium circaezans,0.918252007
0.6803, Galium concinnum,0.795522777
1.00E-04, Galium labradoricum,0.000984699
0.0558, Galium lanceolatum,0.128912308
0.9838, Galium obtusum,1
2.00E-04, Galium pilosum,0.001668519
0.4414, Galium tinctorium,0.585716348
0.0816, Galium trifidum,0.160177778
0.6327, Galium triflorum,0.751070751
0.0124, Gamochaeta purpurea,0.037428476
0.0154, Gaultheria procumbens,0.045344444
6.00E-04, Gaylussacia baccata,0.003861429
0.006, Gentiana alba,0.021916216
0.0309, Gentiana andrewsii,0.079318803
0.222, Gentiana puberulenta,0.362687217
0.0065, Gentiana saponaria,0.022481766
0.0775, Gentiana villosa,0.157575771
0.8222, Gentianella quinquefolia,0.917260321
0.0059, Gentianopsis crinita,0.021916216
0.0095, Gentianopsis virgata,0.030569643
0.0701, Geranium bicknellii,0.150740095
1.00E-04, Geranium carolinianum,0.000984699
0.9847, Geranium maculatum,1
0.3216, Geranium robertianum,0.468112439
0.0031, Geum aleppicum,0.013759113
0.8655, Geum canadense,0.949836175
0.0371, Geum fragarioides,0.091832692
0.0025, Geum laciniatum,0.011521739
0.3216, Geum rivale,0.468112439
0.1167, Geum vernum,0.213712805
0.1869, Geum virginianum,0.316407512
0, Gillenia stipulata,0
0.079, Gleditsia aquatica,0.157575771
0.0999, Gleditsia triacanthos,0.18830523
0.0775, Glyceria acutiflora,0.157575771
1, Glyceria borealis,1
0.0451, Glyceria canadensis,0.10850494
0.5742, Glyceria grandis,0.70580382
0.0054, Glyceria septentrionalis,0.020926452
0.9554, Glyceria striata,1
1.00E-04, Gonolobus suberosus,0.000984699
0.8385, Goodyera pubescens,0.929260148
0.3979, Gratiola neglecta,0.541961027
0.0322, Gratiola virginiana,0.081724507
0.5572, Gymnocladus dioicus,0.697181553
0.231, Gymnopogon ambiguus,0.371
0.9027, Hackelia virginiana,0.978641068
0.4364, Hamamelis virginiana,0.581221582
0.01, Hasteola suaveolens,0.031542808
0.0057, Hedeoma hispida,0.021916216
0.3496, Hedeoma pulegioides,0.497898578
0.079, Helenium amarum,0.157575771
0.6496, Helenium autumnale,0.768600919
1.00E-04, Helenium flexuosum,0.000984699
0.1063, Helianthus angustifolius,0.198089555
0.2213, Helianthus decapetalus,0.361871688
0.3371, Helianthus divaricatus,0.485187061
1.00E-04, Helianthus giganteus,0.000984699
0.942, Helianthus grosseserratus,0.998877275
0.3423, Helianthus hirsutus,0.489932168
1, Helianthus maximiliani,1
0.0012, Helianthus microcephalus,0.006532931
0.0142, Helianthus mollis,0.042225083
0, Helianthus occidentalis,0
0.3614, Helianthus pauciflorus,0.51092
0.0794, Helianthus petiolaris,0.157575771
0.0069, Helianthus strumosus,0.023683429
0.4614, Helianthus tuberosus,0.605566497
0.9404, Heliopsis helianthoides,0.998422615
0.002, Heracleum maximum,0.009610667
1, Hesperostipa comata,1
0, Hesperostipa spartea,0
0.0098, Heteranthera dubia,0.031478788
2.00E-04, Heteranthera reniformis,0.001668519
0.0928, Heterotheca camporum,0.177145763
0.088, Heuchera americana,0.169237994
0.079, Heuchera parviflora,0.157575771
0, Heuchera richardsonii,0
0.0049, Heuchera villosa,0.019578271
0.0775, Hexalectris spicata,0.157575771
0.151, Hibiscus laevis,0.264433431
0.003, Hibiscus moscheutos,0.013447761
0.0708, Hieracium gronovii,0.152063886
0.0701, Hieracium longipilum,0.150740095
0.2269, Hieracium paniculatum,0.368686925
0.4099, Hieracium scabrum,0.55328824
0, Hieracium umbellatum,0
0.3962, Hieracium venosum,0.540463588
0.1042, Homalosorus pycnocarpos,0.194982762
0.0013, Hordeum jubatum,0.006972024
2.00E-04, Hordeum pusillum,0.001668519
0.0775, Hottonia inflata,0.157575771
0.005, Houstonia caerulea,0.019845815
0.5624, Houstonia canadensis,0.701345882
0.1363, Houstonia longifolia,0.242700198
0, Houstonia purpurea,0
0.3216, Hudsonia tomentosa,0.468112439
0.447, Humulus lupulus,0.591669897
0.1223, Huperzia lucidula,0.221938167
0.3723, Huperzia porophila,0.522089183
0.0041, Hybanthus concolor,0.017384
0.022, Hydrangea arborescens,0.059794872
0.0485, Hydrangea cinerea,0.115604497
0.7855, Hydrastis canadensis,0.88911495
1, Hydrocotyle americana,1
0.0017, Hydrocotyle umbellata,0.008533148
0.7125, Hydrophyllum appendiculatum,0.826206564
0.944, Hydrophyllum canadense,0.998877275
0.091, Hydrophyllum macrophyllum,0.174448936
0.0013, Hydrophyllum virginianum,0.006972024
0.3301, Hylodesmum glutinosum,0.477544462
0.4868, Hylodesmum nudiflorum,0.631088921
1.00E-04, Hylodesmum pauciflorum,0.000984699
0.0775, Hylotelephium telephioides,0.157575771
5.00E-04, Hymenocallis occidentalis,0.00336194
0.3216, Hymenopappus scabiosaeus,0.468112439
1, Hypericum adpressum,1
0.3693, Hypericum ascyron,0.52031165
0.0101, Hypericum boreale,0.031542808
0.3216, Hypericum canadense,0.468112439
0, Hypericum drummondii,0
0.0131, Hypericum gentianoides,0.039343667
0, Hypericum hypericoides,0
0.0063, Hypericum kalmianum,0.021916216
0, Hypericum majus,0
0.1611, Hypericum mutilum,0.279944262
0.0803, Hypericum prolificum,0.159011648
0.8136, Hypericum punctatum,0.91062559
0.1751, Hypericum sphaerocarpum,0.299648813
1, Hypericum swinkianum,1
0.0032, Hypericum virgatum,0.014133333
0.4076, Hypopitys monotropa,0.551144336
0.2428, Hypoxis hirsuta,0.383794386
0.0019, Ilex decidua,0.009303804
1.00E-04, Ilex mucronata,0.000984699
0.1009, Ilex verticillata,0.189793111
0.8054, Impatiens capensis,0.905384155
0.5498, Impatiens pallida,0.691374459
1.00E-04, Iodanthus pinnatifidus,0.000984699
0.0215, Ionactis linariifolia,0.059330781
0, Ipomoea lacunosa,0
0.1188, Ipomoea pandurata,0.216897264
0.0062, Iresine rhizomatosa,0.021916216
0.0026, Iris brevicaulis,0.011921628
0.0016, Iris cristata,0.008332948
0.8203, Iris virginica,0.915849195
0.0371, Isoetes engelmannii,0.091832692
0.0062, Isotrema tomentosa,0.021916216
0.3962, Isotria verticillata,0.540463588
0.0537, Iva annua,0.124700258
0.0028, Jeffersonia diphylla,0.012677387
0.8384, Juglans cinerea,0.929260148
0.2599, Juglans nigra,0.406544965
0.0398, Juncus acuminatus,0.09718103
0.0701, Juncus alpinoarticulatus,0.150740095
0.0025, Juncus anthelatus,0.011521739
1, Juncus articulatus,1
0.0701, Juncus balticus,0.150740095
0.0135, Juncus brachycarpus,0.040477537
0.0342, Juncus brachycephalus,0.086193566
0.121, Juncus bufonius,0.2200222
0.0018, Juncus canadensis,0.008910989
1.00E-04, Juncus diffusissimus,0.000984699
0.0495, Juncus dudleyi,0.117212878
0.1351, Juncus effusus,0.241998211
0.0701, Juncus greenei,0.150740095
0.0775, Juncus interior,0.157575771
1.00E-04, Juncus marginatus,0.000984699
0.1379, Juncus nodatus,0.245064892
0.0301, Juncus nodosus,0.077708023
0.0701, Juncus pelocarpus,0.150740095
1, Juncus scirpoides,1
0.7548, Juncus tenuis,0.862402028
0.0054, Juncus torreyi,0.020926452
0.0741, Juniperus communis,0.157575771
0.5424, Juniperus virginiana,0.685417111
0.3222, Justicia americana,0.468607264
0.0371, Kalmia latifolia,0.091832692
0, Koeleria macrantha,0
0.1726, Krigia biflora,0.296214476
2.00E-04, Krigia dandelion,0.001668519
0, Krigia virginica,0
0.1649, Kummerowia stipulacea,0.285720962
0.0136, Kyllinga pumila,0.040709635
0.5159, Lactuca biennis,0.662145157
0.9809, Lactuca canadensis,1
0.0046, Lactuca floridana,0.019055632
0.126, Lactuca hirsuta,0.227507014
1, Lactuca ludoviciana,1
0.3745, Laportea canadensis,0.524765941
3.00E-04, Larix laricina,0.002271429
0.0701, Lathyrus japonicus,0.150740095
0.0219, Lathyrus ochroleucus,0.059612991
0.002, Lathyrus palustris,0.009610667
0.0091, Lathyrus venosus,0.029760799
0.3962, Leavenworthia uniflora,0.540463588
0.0629, Lechea minor,0.142573333
0, Lechea mucronata,0
0, Lechea pulchella,0
0.079, Lechea racemulosa,0.157575771
0.0039, Lechea tenuifolia,0.016653555
0.0191, Leersia lenticularis,0.0531966
0.9557, Leersia oryzoides,1
0.7163, Leersia virginica,0.829545373
0.5742, Lemna minor,0.70580382
0.231, Lemna minuta,0.371
0.0917, Lemna perpusilla,0.175231601
0.0173, Lemna trisulca,0.049959295
0.5851, Lemna turionifera,0.710984129
0.3216, Lemna valdiviana,0.468112439
0.2905, Lepidium draba,0.444381154
0.0683, Lepidium virginicum,0.150740095
0, Lespedeza capitata,0
0.1243, Lespedeza frutescens,0.225069076
0.0022, Lespedeza hirta,0.010432632
0.0114, Lespedeza procumbens,0.034877419
0, Lespedeza repens,0
0.0775, Lespedeza stuevei,0.157575771
0.0017, Lespedeza violacea,0.008533148
0.0292, Lespedeza virginica,0.075601149
0.1357, Leucanthemum vulgare,0.24204906
0.0048, Leucospora multifida,0.019578271
0, Liatris aspera,0
0.0701, Liatris cylindracea,0.150740095
0.4381, Liatris pycnostachya,0.582296979
