,county,segment,speciesName,n,climatesp
32279,Warrick,f Climate Segment,Sorghum bicolor,1,f Climate Segment Divide Sorghum bicolor
32280,Warrick,f Climate Segment,Smilax pulverulenta,1,f Climate Segment Divide Smilax pulverulenta
32281,Warrick,f Climate Segment,Smilax tamnoides,1,f Climate Segment Divide Smilax tamnoides
32282,Warrick,f Climate Segment,Solidago ulmifolia,1,f Climate Segment Divide Solidago ulmifolia
32283,Warrick,f Climate Segment,Solanum ptychanthum,1,f Climate Segment Divide Solanum ptychanthum
32284,Warrick,f Climate Segment,Solidago juncea,1,f Climate Segment Divide Solidago juncea
32285,Warrick,f Climate Segment,Solidago nemoralis,1,f Climate Segment Divide Solidago nemoralis
32286,Warrick,f Climate Segment,Vitis cinerea,1,f Climate Segment Divide Vitis cinerea
32287,Warrick,f Climate Segment,Conoclinium coelestinum,1,f Climate Segment Divide Conoclinium coelestinum
32288,Warrick,f Climate Segment,Solanum carolinense,1,f Climate Segment Divide Solanum carolinense
32289,Warrick,f Climate Segment,Smilax ecirrhata,1,f Climate Segment Divide Smilax ecirrhata
32290,Warrick,f Climate Segment,Viola pubescens,1,f Climate Segment Divide Viola pubescens
32291,Warrick,f Climate Segment,Commelina diffusa,1,f Climate Segment Divide Commelina diffusa
32292,Warrick,f Climate Segment,Commelina erecta,2,f Climate Segment Divide Commelina erecta
32293,Warrick,f Climate Segment,Commelina virginica,1,f Climate Segment Divide Commelina virginica
32294,Warrick,f Climate Segment,Conyza canadensis,1,f Climate Segment Divide Conyza canadensis
32295,Warrick,f Climate Segment,Ulmus rubra,1,f Climate Segment Divide Ulmus rubra
32296,Warrick,f Climate Segment,Coleataenia rigidula,1,f Climate Segment Divide Coleataenia rigidula
32297,Warrick,f Climate Segment,Spiraea alba,1,f Climate Segment Divide Spiraea alba
32298,Warrick,f Climate Segment,Vernonia gigantea,1,f Climate Segment Divide Vernonia gigantea
32299,Warrick,f Climate Segment,Viola affinis,1,f Climate Segment Divide Viola affinis
32300,Warrick,f Climate Segment,Cornus foemina,1,f Climate Segment Divide Cornus foemina
32301,Warrick,f Climate Segment,Agastache nepetoides,1,f Climate Segment Divide Agastache nepetoides
32302,Warrick,f Climate Segment,Ageratina altissima,1,f Climate Segment Divide Ageratina altissima
32303,Warrick,f Climate Segment,Agrimonia parviflora,1,f Climate Segment Divide Agrimonia parviflora
32304,Warrick,f Climate Segment,Corydalis flavula,1,f Climate Segment Divide Corydalis flavula
32305,Warrick,f Climate Segment,Verbesina alternifolia,1,f Climate Segment Divide Verbesina alternifolia
32306,Warrick,f Climate Segment,Silene antirrhina,1,f Climate Segment Divide Silene antirrhina
32307,Warrick,f Climate Segment,Sphenopholis intermedia,1,f Climate Segment Divide Sphenopholis intermedia
32308,Warrick,f Climate Segment,Viburnum prunifolium,1,f Climate Segment Divide Viburnum prunifolium
32309,Warrick,f Climate Segment,Smallanthus uvedalius,1,f Climate Segment Divide Smallanthus uvedalius
32310,Warrick,f Climate Segment,Agalinis tenuifolia,1,f Climate Segment Divide Agalinis tenuifolia
32311,Warrick,f Climate Segment,Cardamine pensylvanica,1,f Climate Segment Divide Cardamine pensylvanica
32312,Warrick,f Climate Segment,Carex blanda,1,f Climate Segment Divide Carex blanda
32313,Warrick,f Climate Segment,Conyza ramosissima,1,f Climate Segment Divide Conyza ramosissima
32314,Warrick,f Climate Segment,Cornus florida,2,f Climate Segment Divide Cornus florida
32315,Warrick,f Climate Segment,Ulmus americana,1,f Climate Segment Divide Ulmus americana
32316,Warrick,f Climate Segment,Sedum ternatum,1,f Climate Segment Divide Sedum ternatum
32317,Warrick,f Climate Segment,Dinebra panicea,1,f Climate Segment Divide Dinebra panicea
32318,Warrick,f Climate Segment,Setaria viridis,1,f Climate Segment Divide Setaria viridis
32319,Warrick,f Climate Segment,Corylus americana,2,f Climate Segment Divide Corylus americana
32320,Warrick,f Climate Segment,Acalypha rhomboidea,1,f Climate Segment Divide Acalypha rhomboidea
32321,Warrick,f Climate Segment,Staphylea trifolia,1,f Climate Segment Divide Staphylea trifolia
32322,Warrick,f Climate Segment,Stellaria longifolia,1,f Climate Segment Divide Stellaria longifolia
32323,Warrick,f Climate Segment,Stellaria pubera,1,f Climate Segment Divide Stellaria pubera
32324,Warrick,f Climate Segment,Lobelia inflata,1,f Climate Segment Divide Lobelia inflata
32325,Warrick,f Climate Segment,Ludwigia alternifolia,1,f Climate Segment Divide Ludwigia alternifolia
32326,Warrick,f Climate Segment,Lycopus americanus,1,f Climate Segment Divide Lycopus americanus
32327,Warrick,f Climate Segment,Lycopus rubellus,1,f Climate Segment Divide Lycopus rubellus
32328,Warrick,f Climate Segment,Spermacoce glabra,2,f Climate Segment Divide Spermacoce glabra
32329,Warrick,f Climate Segment,Lysimachia lanceolata,1,f Climate Segment Divide Lysimachia lanceolata
32330,Warrick,f Climate Segment,Lysimachia ciliata,1,f Climate Segment Divide Lysimachia ciliata
32331,Warrick,f Climate Segment,Alisma subcordatum,1,f Climate Segment Divide Alisma subcordatum
32332,Warrick,f Climate Segment,Acalypha ostryifolia,1,f Climate Segment Divide Acalypha ostryifolia
32333,Warrick,f Climate Segment,Carex hirsutella,1,f Climate Segment Divide Carex hirsutella
32334,Warrick,f Climate Segment,Acer negundo,1,f Climate Segment Divide Acer negundo
32335,Warrick,f Climate Segment,Veronicastrum virginicum,1,f Climate Segment Divide Veronicastrum virginicum
32336,Warrick,f Climate Segment,Aesculus glabra,1,f Climate Segment Divide Aesculus glabra
32337,Warrick,f Climate Segment,Cyperus erythrorhizos,1,f Climate Segment Divide Cyperus erythrorhizos
32338,Warrick,f Climate Segment,Strophostyles helvola,1,f Climate Segment Divide Strophostyles helvola
32339,Warrick,f Climate Segment,Carex cephalophora,1,f Climate Segment Divide Carex cephalophora
32340,Warrick,f Climate Segment,Vitis vulpina,1,f Climate Segment Divide Vitis vulpina
32341,Warrick,f Climate Segment,Lysimachia arvensis,1,f Climate Segment Divide Lysimachia arvensis
32342,Warrick,f Climate Segment,Linum medium,1,f Climate Segment Divide Linum medium
32343,Warrick,f Climate Segment,Triosteum aurantiacum,2,f Climate Segment Divide Triosteum aurantiacum
32344,Warrick,f Climate Segment,Leucospora multifida,2,f Climate Segment Divide Leucospora multifida
32345,Warrick,f Climate Segment,Carex grayi,1,f Climate Segment Divide Carex grayi
32346,Warrick,f Climate Segment,Lindera benzoin,1,f Climate Segment Divide Lindera benzoin
32347,Warrick,f Climate Segment,Lysimachia minima,1,f Climate Segment Divide Lysimachia minima
32348,Warrick,f Climate Segment,Cynanchum laeve,2,f Climate Segment Divide Cynanchum laeve
32349,Warrick,f Climate Segment,Cynoglossum virginianum,1,f Climate Segment Divide Cynoglossum virginianum
32350,Warrick,f Climate Segment,Silphium asteriscus,1,f Climate Segment Divide Silphium asteriscus
32351,Warrick,f Climate Segment,Eleocharis obtusa,2,f Climate Segment Divide Eleocharis obtusa
32352,Warrick,f Climate Segment,Ludwigia palustris,1,f Climate Segment Divide Ludwigia palustris
32353,Warrick,f Climate Segment,Ludwigia polycarpa,1,f Climate Segment Divide Ludwigia polycarpa
32354,Warrick,f Climate Segment,Woodsia obtusa,1,f Climate Segment Divide Woodsia obtusa
32355,Warrick,f Climate Segment,Zanthoxylum americanum,1,f Climate Segment Divide Zanthoxylum americanum
32356,Warrick,f Climate Segment,Agrostis elliottiana,1,f Climate Segment Divide Agrostis elliottiana
32357,Warrick,f Climate Segment,Agrostis perennans,2,f Climate Segment Divide Agrostis perennans
32358,Warrick,f Climate Segment,Dicliptera brachiata,1,f Climate Segment Divide Dicliptera brachiata
32359,Warrick,f Climate Segment,Elymus virginicus,2,f Climate Segment Divide Elymus virginicus
32360,Warrick,f Climate Segment,Lindernia dubia,1,f Climate Segment Divide Lindernia dubia
32361,Warrick,f Climate Segment,Liparis liliifolia,1,f Climate Segment Divide Liparis liliifolia
32362,Warrick,f Climate Segment,Acer saccharum,2,f Climate Segment Divide Acer saccharum
32363,Warrick,f Climate Segment,Cryptotaenia canadensis,1,f Climate Segment Divide Cryptotaenia canadensis
32364,Warrick,f Climate Segment,Cuscuta compacta,1,f Climate Segment Divide Cuscuta compacta
32365,Warrick,f Climate Segment,Eleocharis palustris,1,f Climate Segment Divide Eleocharis palustris
32366,Warrick,f Climate Segment,Eleocharis verrucosa,1,f Climate Segment Divide Eleocharis verrucosa
32367,Warrick,f Climate Segment,Luzula echinata,1,f Climate Segment Divide Luzula echinata
32368,Warrick,f Climate Segment,Agrimonia rostellata,1,f Climate Segment Divide Agrimonia rostellata
32369,Warrick,f Climate Segment,Carex crus-corvi,1,f Climate Segment Divide Carex crus-corvi
32370,Warrick,f Climate Segment,Scutellaria parvula,1,f Climate Segment Divide Scutellaria parvula
32371,Warrick,f Climate Segment,Carex glaucodea,1,f Climate Segment Divide Carex glaucodea
32372,Warrick,f Climate Segment,Blephilia hirsuta,1,f Climate Segment Divide Blephilia hirsuta
32373,Warrick,f Climate Segment,Epifagus virginiana,1,f Climate Segment Divide Epifagus virginiana
32374,Warrick,f Climate Segment,Carex hirtifolia,1,f Climate Segment Divide Carex hirtifolia
32375,Warrick,f Climate Segment,Crataegus crus-galli,1,f Climate Segment Divide Crataegus crus-galli
32376,Warrick,f Climate Segment,Echinochloa muricata,1,f Climate Segment Divide Echinochloa muricata
32377,Warrick,f Climate Segment,Eclipta prostrata,2,f Climate Segment Divide Eclipta prostrata
32378,Warrick,f Climate Segment,Cyperus strigosus,1,f Climate Segment Divide Cyperus strigosus
32379,Warrick,f Climate Segment,Cystopteris protrusa,1,f Climate Segment Divide Cystopteris protrusa
32380,Warrick,f Climate Segment,Elephantopus carolinianus,1,f Climate Segment Divide Elephantopus carolinianus
32381,Warrick,f Climate Segment,Elymus hystrix,1,f Climate Segment Divide Elymus hystrix
32382,Warrick,f Climate Segment,Gonolobus suberosus,1,f Climate Segment Divide Gonolobus suberosus
32383,Warrick,f Climate Segment,Carex frankii,1,f Climate Segment Divide Carex frankii
32384,Warrick,f Climate Segment,Trillium recurvatum,2,f Climate Segment Divide Trillium recurvatum
32385,Warrick,f Climate Segment,Elymus villosus,1,f Climate Segment Divide Elymus villosus
32386,Warrick,f Climate Segment,Passiflora lutea,1,f Climate Segment Divide Passiflora lutea
32387,Warrick,f Climate Segment,Diodia teres,1,f Climate Segment Divide Diodia teres
32388,Warrick,f Climate Segment,Dioscorea villosa,1,f Climate Segment Divide Dioscorea villosa
32389,Warrick,f Climate Segment,Alnus serrulata,1,f Climate Segment Divide Alnus serrulata
32390,Warrick,f Climate Segment,Lythrum alatum,2,f Climate Segment Divide Lythrum alatum
32391,Warrick,f Climate Segment,Campanulastrum americanum,1,f Climate Segment Divide Campanulastrum americanum
32392,Warrick,f Climate Segment,Campsis radicans,1,f Climate Segment Divide Campsis radicans
32393,Warrick,f Climate Segment,Cardamine bulbosa,1,f Climate Segment Divide Cardamine bulbosa
32394,Warrick,f Climate Segment,Glyceria striata,1,f Climate Segment Divide Glyceria striata
32395,Warrick,f Climate Segment,Symphoricarpos orbiculatus,1,f Climate Segment Divide Symphoricarpos orbiculatus
32396,Warrick,f Climate Segment,Persicaria virginiana,1,f Climate Segment Divide Persicaria virginiana
32397,Warrick,f Climate Segment,Phacelia bipinnatifida,1,f Climate Segment Divide Phacelia bipinnatifida
32398,Warrick,f Climate Segment,Lespedeza repens,1,f Climate Segment Divide Lespedeza repens
32399,Warrick,f Climate Segment,Hackelia virginiana,1,f Climate Segment Divide Hackelia virginiana
32400,Warrick,f Climate Segment,Hedeoma pulegioides,1,f Climate Segment Divide Hedeoma pulegioides
32401,Warrick,f Climate Segment,Equisetum arvense,1,f Climate Segment Divide Equisetum arvense
32402,Warrick,f Climate Segment,Chamaecrista fasciculata,2,f Climate Segment Divide Chamaecrista fasciculata
32403,Warrick,f Climate Segment,Chasmanthium latifolium,1,f Climate Segment Divide Chasmanthium latifolium
32404,Warrick,f Climate Segment,Maianthemum racemosum,1,f Climate Segment Divide Maianthemum racemosum
32405,Warrick,f Climate Segment,Mimulus alatus,1,f Climate Segment Divide Mimulus alatus
32406,Warrick,f Climate Segment,Mimulus ringens,1,f Climate Segment Divide Mimulus ringens
32407,Warrick,f Climate Segment,Strophostyles umbellata,1,f Climate Segment Divide Strophostyles umbellata
32408,Warrick,f Climate Segment,Persicaria punctata,2,f Climate Segment Divide Persicaria punctata
32409,Warrick,f Climate Segment,Symphyotrichum lanceolatum,1,f Climate Segment Divide Symphyotrichum lanceolatum
32410,Warrick,f Climate Segment,Ulmus alata,2,f Climate Segment Divide Ulmus alata
32411,Warrick,f Climate Segment,Gratiola neglecta,1,f Climate Segment Divide Gratiola neglecta
32412,Warrick,f Climate Segment,Cenchrus longispinus,1,f Climate Segment Divide Cenchrus longispinus
32413,Warrick,f Climate Segment,Cephalanthus occidentalis,2,f Climate Segment Divide Cephalanthus occidentalis
32414,Warrick,f Climate Segment,Cercis canadensis,2,f Climate Segment Divide Cercis canadensis
32415,Warrick,f Climate Segment,Helenium amarum,1,f Climate Segment Divide Helenium amarum
32416,Warrick,f Climate Segment,Helianthus hirsutus,1,f Climate Segment Divide Helianthus hirsutus
32417,Warrick,f Climate Segment,Silene virginica,1,f Climate Segment Divide Silene virginica
32418,Warrick,f Climate Segment,Claytonia virginica,1,f Climate Segment Divide Claytonia virginica
32419,Warrick,f Climate Segment,Clematis pitcheri,1,f Climate Segment Divide Clematis pitcheri
32420,Warrick,f Climate Segment,Clematis virginiana,1,f Climate Segment Divide Clematis virginiana
32421,Warrick,f Climate Segment,Muhlenbergia frondosa,1,f Climate Segment Divide Muhlenbergia frondosa
32422,Warrick,f Climate Segment,Persicaria sagittata,1,f Climate Segment Divide Persicaria sagittata
32423,Warrick,f Climate Segment,Rhus glabra,1,f Climate Segment Divide Rhus glabra
32424,Warrick,f Climate Segment,Dasistoma macrophylla,1,f Climate Segment Divide Dasistoma macrophylla
32425,Warrick,f Climate Segment,Gymnocladus dioicus,1,f Climate Segment Divide Gymnocladus dioicus
32426,Warrick,f Climate Segment,Phegopteris hexagonoptera,1,f Climate Segment Divide Phegopteris hexagonoptera
32427,Warrick,f Climate Segment,Phlox divaricata,1,f Climate Segment Divide Phlox divaricata
32428,Warrick,f Climate Segment,Symphyotrichum shortii,1,f Climate Segment Divide Symphyotrichum shortii
32429,Warrick,f Climate Segment,Diarrhena americana,1,f Climate Segment Divide Diarrhena americana
32430,Warrick,f Climate Segment,Ambrosia trifida,1,f Climate Segment Divide Ambrosia trifida
32431,Warrick,f Climate Segment,Amorpha fruticosa,1,f Climate Segment Divide Amorpha fruticosa
32432,Warrick,f Climate Segment,Menispermum canadense,2,f Climate Segment Divide Menispermum canadense
32433,Warrick,f Climate Segment,Amphicarpaea bracteata,1,f Climate Segment Divide Amphicarpaea bracteata
32434,Warrick,f Climate Segment,Tradescantia virginiana,1,f Climate Segment Divide Tradescantia virginiana
32435,Warrick,f Climate Segment,Muhlenbergia glabrifloris,1,f Climate Segment Divide Muhlenbergia glabrifloris
32436,Warrick,f Climate Segment,Muhlenbergia sobolifera,1,f Climate Segment Divide Muhlenbergia sobolifera
32437,Warrick,f Climate Segment,Triodanis perfoliata,1,f Climate Segment Divide Triodanis perfoliata
32438,Warrick,f Climate Segment,Paspalum repens,1,f Climate Segment Divide Paspalum repens
32439,Warrick,f Climate Segment,Symphyotrichum ontarionis,1,f Climate Segment Divide Symphyotrichum ontarionis
32440,Warrick,f Climate Segment,Bidens tripartita,1,f Climate Segment Divide Bidens tripartita
32441,Warrick,f Climate Segment,Boehmeria cylindrica,1,f Climate Segment Divide Boehmeria cylindrica
32442,Warrick,f Climate Segment,Botrypus virginianus,1,f Climate Segment Divide Botrypus virginianus
32443,Warrick,f Climate Segment,Penstemon calycosus,2,f Climate Segment Divide Penstemon calycosus
32444,Warrick,f Climate Segment,Penstemon digitalis,1,f Climate Segment Divide Penstemon digitalis
32445,Warrick,f Climate Segment,Penstemon hirsutus,1,f Climate Segment Divide Penstemon hirsutus
32446,Warrick,f Climate Segment,Penthorum sedoides,1,f Climate Segment Divide Penthorum sedoides
32447,Warrick,f Climate Segment,Persicaria pensylvanica,1,f Climate Segment Divide Persicaria pensylvanica
32448,Warrick,f Climate Segment,Gleditsia triacanthos,1,f Climate Segment Divide Gleditsia triacanthos
32449,Warrick,f Climate Segment,Rhus copallinum,1,f Climate Segment Divide Rhus copallinum
32450,Warrick,f Climate Segment,Anemone virginiana,1,f Climate Segment Divide Anemone virginiana
32451,Warrick,f Climate Segment,Apocynum cannabinum,1,f Climate Segment Divide Apocynum cannabinum
32452,Warrick,f Climate Segment,Betula nigra,1,f Climate Segment Divide Betula nigra
32453,Warrick,f Climate Segment,Rorippa palustris,1,f Climate Segment Divide Rorippa palustris
32454,Warrick,f Climate Segment,Rorippa sessiliflora,1,f Climate Segment Divide Rorippa sessiliflora
32455,Warrick,f Climate Segment,Phlox glaberrima,2,f Climate Segment Divide Phlox glaberrima
32456,Warrick,f Climate Segment,Phlox paniculata,1,f Climate Segment Divide Phlox paniculata
32457,Warrick,f Climate Segment,Heliopsis helianthoides,1,f Climate Segment Divide Heliopsis helianthoides
32458,Warrick,f Climate Segment,Carex jamesii,1,f Climate Segment Divide Carex jamesii
32459,Warrick,f Climate Segment,Ampelopsis cordata,1,f Climate Segment Divide Ampelopsis cordata
32460,Warrick,f Climate Segment,Erigeron philadelphicus,1,f Climate Segment Divide Erigeron philadelphicus
32461,Warrick,f Climate Segment,Amsonia tabernaemontana,1,f Climate Segment Divide Amsonia tabernaemontana
32462,Warrick,f Climate Segment,Andropogon virginicus,2,f Climate Segment Divide Andropogon virginicus
32463,Warrick,f Climate Segment,Tridens flavus,1,f Climate Segment Divide Tridens flavus
32464,Warrick,f Climate Segment,Scutellaria ovata,1,f Climate Segment Divide Scutellaria ovata
32465,Warrick,f Climate Segment,Scutellaria nervosa,1,f Climate Segment Divide Scutellaria nervosa
32466,Warrick,f Climate Segment,Nyssa sylvatica,2,f Climate Segment Divide Nyssa sylvatica
32467,Warrick,f Climate Segment,Symphyotrichum racemosum,1,f Climate Segment Divide Symphyotrichum racemosum
32468,Warrick,f Climate Segment,Desmodium cuspidatum,1,f Climate Segment Divide Desmodium cuspidatum
32469,Warrick,f Climate Segment,Symphyotrichum urophyllum,1,f Climate Segment Divide Symphyotrichum urophyllum
32470,Warrick,f Climate Segment,Teucrium canadense,2,f Climate Segment Divide Teucrium canadense
32471,Warrick,f Climate Segment,Thaspium trifoliatum,2,f Climate Segment Divide Thaspium trifoliatum
32472,Warrick,f Climate Segment,Thyrsanthella difformis,1,f Climate Segment Divide Thyrsanthella difformis
32473,Warrick,f Climate Segment,Tilia americana,3,f Climate Segment Divide Tilia americana
32474,Warrick,f Climate Segment,Toxicodendron radicans,3,f Climate Segment Divide Toxicodendron radicans
32475,Warrick,f Climate Segment,Triadenum tubulosum,1,f Climate Segment Divide Triadenum tubulosum
32476,Warrick,f Climate Segment,Ranunculus micranthus,1,f Climate Segment Divide Ranunculus micranthus
32477,Warrick,f Climate Segment,Eupatorium serotinum,1,f Climate Segment Divide Eupatorium serotinum
32478,Warrick,f Climate Segment,Euphorbia corollata,1,f Climate Segment Divide Euphorbia corollata
32479,Warrick,f Climate Segment,Scutellaria lateriflora,2,f Climate Segment Divide Scutellaria lateriflora
32480,Warrick,f Climate Segment,Leersia virginica,1,f Climate Segment Divide Leersia virginica
32481,Warrick,f Climate Segment,Lespedeza hirta,1,f Climate Segment Divide Lespedeza hirta
32482,Warrick,f Climate Segment,Leersia oryzoides,1,f Climate Segment Divide Leersia oryzoides
32483,Warrick,f Climate Segment,Brachyelytrum erectum,2,f Climate Segment Divide Brachyelytrum erectum
32484,Warrick,f Climate Segment,Bromus pubescens,1,f Climate Segment Divide Bromus pubescens
32485,Warrick,f Climate Segment,Calystegia sepium,1,f Climate Segment Divide Calystegia sepium
32486,Warrick,f Climate Segment,Geum virginianum,1,f Climate Segment Divide Geum virginianum
32487,Warrick,f Climate Segment,Gillenia stipulata,2,f Climate Segment Divide Gillenia stipulata
32488,Warrick,f Climate Segment,Circaea canadensis,2,f Climate Segment Divide Circaea canadensis
32489,Warrick,f Climate Segment,Euonymus atropurpureus,1,f Climate Segment Divide Euonymus atropurpureus
32490,Warrick,f Climate Segment,Dichanthelium laxiflorum,1,f Climate Segment Divide Dichanthelium laxiflorum
32491,Warrick,f Climate Segment,Dichanthelium polyanthes,2,f Climate Segment Divide Dichanthelium polyanthes
32492,Warrick,f Climate Segment,Delphinium tricorne,1,f Climate Segment Divide Delphinium tricorne
32493,Warrick,f Climate Segment,Aristida dichotoma,1,f Climate Segment Divide Aristida dichotoma
32494,Warrick,f Climate Segment,Desmodium canescens,1,f Climate Segment Divide Desmodium canescens
32495,Warrick,f Climate Segment,Rosa carolina,1,f Climate Segment Divide Rosa carolina
32496,Warrick,f Climate Segment,Rosa palustris,1,f Climate Segment Divide Rosa palustris
32497,Warrick,f Climate Segment,Equisetum laevigatum,1,f Climate Segment Divide Equisetum laevigatum
32498,Warrick,f Climate Segment,Eragrostis hypnoides,1,f Climate Segment Divide Eragrostis hypnoides
32499,Warrick,f Climate Segment,Eragrostis pectinacea,1,f Climate Segment Divide Eragrostis pectinacea
32500,Warrick,f Climate Segment,Carex laxiculmis,1,f Climate Segment Divide Carex laxiculmis
32501,Warrick,f Climate Segment,Eryngium yuccifolium,1,f Climate Segment Divide Eryngium yuccifolium
32502,Warrick,f Climate Segment,Tradescantia subaspera,1,f Climate Segment Divide Tradescantia subaspera
32503,Warrick,f Climate Segment,Phytolacca americana,1,f Climate Segment Divide Phytolacca americana
32504,Warrick,f Climate Segment,Pilea pumila,1,f Climate Segment Divide Pilea pumila
32505,Warrick,f Climate Segment,Scutellaria incana,1,f Climate Segment Divide Scutellaria incana
32506,Warrick,f Climate Segment,Bacopa rotundifolia,1,f Climate Segment Divide Bacopa rotundifolia
32507,Warrick,f Climate Segment,Galium tinctorium,1,f Climate Segment Divide Galium tinctorium
32508,Warrick,f Climate Segment,Onoclea sensibilis,1,f Climate Segment Divide Onoclea sensibilis
32509,Warrick,f Climate Segment,Desmodium glabellum,1,f Climate Segment Divide Desmodium glabellum
32510,Warrick,f Climate Segment,Desmodium paniculatum,1,f Climate Segment Divide Desmodium paniculatum
32511,Warrick,f Climate Segment,Dianthus armeria,1,f Climate Segment Divide Dianthus armeria
32512,Warrick,f Climate Segment,Panicum philadelphicum,1,f Climate Segment Divide Panicum philadelphicum
32513,Warrick,f Climate Segment,Dichanthelium acuminatum,1,f Climate Segment Divide Dichanthelium acuminatum
32514,Warrick,f Climate Segment,Dichanthelium boscii,1,f Climate Segment Divide Dichanthelium boscii
32515,Warrick,f Climate Segment,Quercus velutina,2,f Climate Segment Divide Quercus velutina
32516,Warrick,f Climate Segment,Dichanthelium clandestinum,1,f Climate Segment Divide Dichanthelium clandestinum
32517,Warrick,f Climate Segment,Dichanthelium dichotomum,1,f Climate Segment Divide Dichanthelium dichotomum
32518,Warrick,f Climate Segment,Plantago rugelii,1,f Climate Segment Divide Plantago rugelii
32519,Warrick,f Climate Segment,Nuphar advena,1,f Climate Segment Divide Nuphar advena
32520,Warrick,f Climate Segment,Carex typhina,1,f Climate Segment Divide Carex typhina
32521,Warrick,f Climate Segment,Galium triflorum,1,f Climate Segment Divide Galium triflorum
32522,Warrick,f Climate Segment,Pycnanthemum pilosum,1,f Climate Segment Divide Pycnanthemum pilosum
32523,Warrick,f Climate Segment,Pycnanthemum tenuifolium,1,f Climate Segment Divide Pycnanthemum tenuifolium
32524,Warrick,f Climate Segment,Quercus marilandica,1,f Climate Segment Divide Quercus marilandica
32525,Warrick,f Climate Segment,Geranium carolinianum,1,f Climate Segment Divide Geranium carolinianum
32526,Warrick,f Climate Segment,Liquidambar styraciflua,1,f Climate Segment Divide Liquidambar styraciflua
32527,Warrick,f Climate Segment,Lobelia cardinalis,1,f Climate Segment Divide Lobelia cardinalis
32528,Warrick,f Climate Segment,Physalis longifolia,1,f Climate Segment Divide Physalis longifolia
32529,Warrick,f Climate Segment,Cinna arundinacea,1,f Climate Segment Divide Cinna arundinacea
32530,Warrick,f Climate Segment,Carex lupulina,1,f Climate Segment Divide Carex lupulina
32531,Warrick,f Climate Segment,Paspalum laeve,1,f Climate Segment Divide Paspalum laeve
32532,Warrick,f Climate Segment,Astragalus canadensis,1,f Climate Segment Divide Astragalus canadensis
32533,Warrick,f Climate Segment,Celtis laevigata,3,f Climate Segment Divide Celtis laevigata
32534,Warrick,f Climate Segment,Euphorbia humistrata,1,f Climate Segment Divide Euphorbia humistrata
32535,Warrick,f Climate Segment,Euphorbia maculata,1,f Climate Segment Divide Euphorbia maculata
32536,Warrick,f Climate Segment,Ophioglossum vulgatum,1,f Climate Segment Divide Ophioglossum vulgatum
32537,Warrick,f Climate Segment,Rosa setigera,1,f Climate Segment Divide Rosa setigera
32538,Warrick,f Climate Segment,Rotala ramosior,1,f Climate Segment Divide Rotala ramosior
32539,Warrick,f Climate Segment,Hibiscus laevis,1,f Climate Segment Divide Hibiscus laevis
32540,Warrick,f Climate Segment,Phyllanthus caroliniensis,1,f Climate Segment Divide Phyllanthus caroliniensis
32541,Warrick,f Climate Segment,Parietaria pensylvanica,1,f Climate Segment Divide Parietaria pensylvanica
32542,Warrick,f Climate Segment,Rubus laudatus,2,f Climate Segment Divide Rubus laudatus
32543,Warrick,f Climate Segment,Paronychia canadensis,1,f Climate Segment Divide Paronychia canadensis
32544,Warrick,f Climate Segment,Carex lurida,1,f Climate Segment Divide Carex lurida
32545,Warrick,f Climate Segment,Carex muskingumensis,1,f Climate Segment Divide Carex muskingumensis
32546,Warrick,f Climate Segment,Euphorbia dentata,1,f Climate Segment Divide Euphorbia dentata
32547,Warrick,f Climate Segment,Celtis occidentalis,2,f Climate Segment Divide Celtis occidentalis
32548,Warrick,f Climate Segment,Lactuca canadensis,3,f Climate Segment Divide Lactuca canadensis
32549,Warrick,f Climate Segment,Lactuca floridana,2,f Climate Segment Divide Lactuca floridana
32550,Warrick,f Climate Segment,Oxalis stricta,2,f Climate Segment Divide Oxalis stricta
32551,Warrick,f Climate Segment,Packera glabella,1,f Climate Segment Divide Packera glabella
32552,Warrick,f Climate Segment,Panicum dichotomiflorum,1,f Climate Segment Divide Panicum dichotomiflorum
32553,Warrick,f Climate Segment,Arundinaria gigantea,2,f Climate Segment Divide Arundinaria gigantea
32554,Warrick,f Climate Segment,Geum vernum,1,f Climate Segment Divide Geum vernum
32555,Warrick,f Climate Segment,Asclepias incarnata,1,f Climate Segment Divide Asclepias incarnata
32556,Warrick,f Climate Segment,Quercus palustris,1,f Climate Segment Divide Quercus palustris
32557,Warrick,f Climate Segment,Paronychia fastigiata,1,f Climate Segment Divide Paronychia fastigiata
32558,Warrick,f Climate Segment,Parthenocissus quinquefolia,1,f Climate Segment Divide Parthenocissus quinquefolia
32559,Warrick,f Climate Segment,Scutellaria elliptica,1,f Climate Segment Divide Scutellaria elliptica
32560,Warrick,f Climate Segment,Arisaema dracontium,1,f Climate Segment Divide Arisaema dracontium
32561,Warrick,f Climate Segment,Carex squarrosa,1,f Climate Segment Divide Carex squarrosa
32562,Warrick,f Climate Segment,Carex tribuloides,2,f Climate Segment Divide Carex tribuloides
32563,Warrick,f Climate Segment,Laportea canadensis,1,f Climate Segment Divide Laportea canadensis
32564,Warrick,f Climate Segment,Aristida oligantha,1,f Climate Segment Divide Aristida oligantha
32565,Warrick,f Climate Segment,Quercus bicolor,1,f Climate Segment Divide Quercus bicolor
32566,Warrick,f Climate Segment,Geum canadense,2,f Climate Segment Divide Geum canadense
32567,Warrick,f Climate Segment,Rubus argutus,3,f Climate Segment Divide Rubus argutus
